日期,计划购电量(kWh),紧急购电量(kWh),计划购电费(元),紧急购电费(元),总费用(元),0:00储电量(kWh),24:00储电量(kWh)
2025-10-20,70940.7203267086,477.1825730229458,43877.96657821888,2289.424988486287,46167.39156670517,10800.0,10800.0
2025-10-21,72424.81870503553,0.0,44878.835793071274,0.0,44878.835793071274,10800.0,10800.0
2025-10-22,72807.47241647812,666.2696653235353,44865.095503667726,3207.18181752748,48072.27732119521,10800.0,10800.0
2025-10-23,73079.24158141566,0.0,45360.318597095335,0.0,45360.318597095335,10800.0,10800.0
2025-10-24,34196.40958842099,75.61989335202728,18002.20593464874,348.5352320157874,18350.741166664528,10800.0,10794.42285755715
2025-10-25,34876.38378219048,0.0,18496.827632148026,0.0,18496.827632148026,10794.42285755715,10800.0
2025-10-26,73893.97277835081,0.0,45852.64774329899,0.0,45852.64774329899,10800.0,10800.0
2025-10-27,73727.18553382793,99.80091193506155,45726.16861450132,696.2111616589893,46422.37977616031,10800.0,10800.0
2025-10-28,74830.31500982352,0.0,46391.80201363888,0.0,46391.80201363888,10800.0,10800.0
2025-10-29,74245.21559789292,399.163586830644,46119.13919122107,2697.481271530009,48816.620462751074,10800.0,10800.0
2025-10-30,74039.75630395992,0.0,46014.59127562727,0.0,46014.59127562727,10800.0,10800.0
2025-10-31,35312.026978190224,0.0,18809.065270328658,0.0,18809.065270328658,10800.0,10800.0
2025-11-01,35573.71756454055,0.0,18970.027917641703,0.0,18970.027917641703,10800.0,10800.0
2025-11-02,75665.85896919583,129.090002441489,46984.5299893037,883.6787548004827,47868.20874410418,10800.0,10800.0
2025-11-03,76697.17461172925,0.0,47911.02818334573,0.0,47911.02818334573,10800.0,10800.0
2025-11-04,78078.28284192551,41.80954801023901,48798.44768670166,218.29180039821378,49016.73948709987,10800.0,10800.0
2025-11-05,78847.47106834209,0.0,49421.30576276203,0.0,49421.30576276203,10800.0,10800.0
2025-11-06,77266.09099717469,557.4687538179535,48368.68791729551,2728.586297808665,51097.274215104175,10800.0,10800.0
2025-11-07,36471.21500033489,0.0,19573.979140259093,0.0,19573.979140259093,10800.0,10800.0
2025-11-08,36522.94165827113,0.0,19548.383818967668,0.0,19548.383818967668,10800.0,10800.0
2025-11-09,78860.61561839076,0.0,49514.639159986924,0.0,49514.639159986924,10800.0,10800.0
2025-11-10,80103.13507215197,35.89240974716097,50281.22122384268,185.16761799045952,50466.38884183314,10800.0,10800.0
2025-11-11,80808.10071410108,0.0,50916.49209641499,0.0,50916.49209641499,10800.0,10800.0
2025-11-12,81883.72063362529,0.0,51687.88374698673,0.0,51687.88374698673,10800.0,10800.0
2025-11-13,81689.86512682168,3.6548928939550933,51664.438547386206,25.49653282823073,51689.93508021444,10800.0,10800.0
2025-11-14,37363.37574358744,0.0,20100.32176414317,0.0,20100.32176414317,10800.0,10800.0
2025-11-15,37363.54239924597,0.0,20105.347830615698,0.0,20105.347830615698,10800.0,10800.0
2025-11-16,82556.25445882254,0.0,52185.35032933504,0.0,52185.35032933504,10800.0,10800.0
2025-11-17,84055.96896150426,0.0,53258.47951366657,0.0,53258.47951366657,10800.0,10800.0
2025-11-18,83404.55798690746,0.0,52831.713472247284,0.0,52831.713472247284,10800.0,10800.0
2025-11-19,83806.88144858161,1.3850000000001046,53125.326141725585,6.301057500000477,53131.627199225586,10800.0,10800.0
2025-11-20,83648.58056295643,0.0,53022.66404327704,0.0,53022.66404327704,10800.0,10800.0
2025-11-21,38020.23561064613,0.0,20561.317327529752,0.0,20561.317327529752,10800.0,10800.0
2025-11-22,38624.97569144643,0.0,20788.101049609457,0.0,20788.101049609457,10800.0,10800.0
2025-11-23,85250.36462389342,0.0,54087.751293378285,0.0,54087.751293378285,10800.0,10800.0
2025-11-24,84737.72583009402,18.83966666666663,53685.5485405875,88.24499866666649,53773.79353925417,10800.0,10800.0
2025-11-25,85510.98791194335,0.0,54232.97222315949,0.0,54232.97222315949,10800.0,10800.0
2025-11-26,85980.33554875391,32.99316666666664,54598.411709776745,154.53999266666654,54752.95170244341,10800.0,10800.0
2025-11-27,84892.07917224124,0.0,53913.22506299033,0.0,53913.22506299033,10800.0,10800.0
2025-11-28,38717.37543319426,0.0,20804.01999510786,0.0,20804.01999510786,10800.0,10800.0
2025-11-29,39298.62214722997,109.55294860408964,21130.148782614146,669.6971748167999,21799.845957430945,10800.0,10800.0
2025-11-30,86982.1645692127,6.062833333333515,55384.125973000904,28.398311333334185,55412.524284334235,10800.0,10800.0
2025-12-01,86349.15149535878,4970.513168469513,54825.44468559121,25861.44535740619,80686.8900429974,10800.0,10800.0
2025-12-02,88096.55123290504,5186.264265607425,56039.59580836384,27650.643894840938,83690.23970320477,10800.0,10776.252102239989
2025-12-03,91782.25723759533,484.92863598571756,58766.4101283482,2498.635337392491,61265.045465740695,10776.252102239989,10776.431632104826
2025-12-04,92125.90811335898,1526.3601158054107,59011.53449596663,7562.642497652377,66574.17699361901,10776.431632104826,10800.0
2025-12-05,45127.66851165063,710.8957359403845,23906.467072083837,4040.8190447841334,27947.28611686797,10800.0,10800.0
2025-12-06,46804.88061117228,1105.070058288959,24658.26646205905,6341.502418495882,30999.768880554933,10800.0,10800.0
2025-12-07,94624.33669908496,68.6060406243165,60656.270633326734,467.512088969585,61123.78272229632,10800.0,10800.0
2025-12-08,98498.42725754995,0.0,63578.745414152814,0.0,63578.745414152814,10800.0,10800.0
2025-12-09,99338.8993397356,2.2654592416984087,64183.22597982695,13.233680160381255,64196.45965998733,10800.0,10800.0
2025-12-10,98535.66740595788,0.0,63495.62902198478,0.0,63495.62902198478,10800.0,10800.0
2025-12-11,98596.50017228669,0.0,63738.87125095638,0.0,63738.87125095638,10800.0,10800.0
2025-12-12,51287.6061146952,0.0,27257.231512239032,0.0,27257.231512239032,10800.0,10800.0
2025-12-13,53131.47325274066,0.0,28325.416563913685,0.0,28325.416563913685,10800.0,10800.0
2025-12-14,98910.03386172472,0.0,63840.49199627073,0.0,63840.49199627073,10800.0,10800.0
2025-12-15,98917.9209885605,0.0,63753.94953690945,0.0,63753.94953690945,10800.0,10800.0
2025-12-16,99119.37370818085,0.0,64025.930080239195,0.0,64025.930080239195,10800.0,10800.0
2025-12-17,99978.77579194876,0.0,64448.423967273084,0.0,64448.423967273084,10800.0,10800.0
2025-12-18,99196.32736719429,0.0,64065.138071770525,0.0,64065.138071770525,10800.0,10800.0
2025-12-19,53444.66963354784,0.0,28437.590457505503,0.0,28437.590457505503,10800.0,10800.0
2025-12-20,54355.17420949151,0.0,29012.917985658365,0.0,29012.917985658365,10800.0,10800.0
2025-12-21,100931.6935902071,0.0,65285.207439430706,0.0,65285.207439430706,10800.0,10800.0
2025-12-22,100868.61142296946,0.0,65152.12909588638,0.0,65152.12909588638,10800.0,10800.0
2025-12-23,101663.15644928577,0.0,65827.04782291199,0.0,65827.04782291199,10800.0,10800.0
2025-12-24,100451.72343421396,0.0,64784.64711442951,0.0,64784.64711442951,10800.0,10800.0
2025-12-25,100279.95535357541,0.0,64870.56318705958,0.0,64870.56318705958,10800.0,10800.0
2025-12-26,53746.555204981094,0.0,28683.907381391764,0.0,28683.907381391764,10800.0,10800.0
2025-12-27,54396.15044846831,0.0,29014.72717887885,0.0,29014.72717887885,10800.0,10800.0
2025-12-28,100589.64736057367,0.0,64949.6294224392,0.0,64949.6294224392,10800.0,10800.0
2025-12-29,100501.38798476396,0.0,64887.95452936293,0.0,64887.95452936293,10800.0,10800.0
2025-12-30,99794.32338941282,0.0,64394.89744338079,0.0,64394.89744338079,10800.0,10800.0
2025-12-31,98870.43447437663,0.0,63721.533669977,0.0,63721.533669977,10800.0,10800.0
