日期,自适应分位数,计划购电量(kWh),紧急购电量(kWh),计划购电费(元),紧急购电费(元),总费用(元),0:00储电量(kWh),24:00储电量(kWh)
2025-09-24,0.7510585146850562,68524.14621415411,0.0,42488.26674046692,0.0,42488.26674046692,10698.3825902346,10800.0
2025-09-25,0.75,67887.9568199152,47.78461684840022,42333.58507364592,255.36830974317925,42588.9533833891,10800.0,10773.375342997564
2025-09-26,0.7502773401771087,34736.97402905203,0.0,18965.70279129477,0.0,18965.70279129477,10773.375342997564,10800.0
2025-09-27,0.75,34388.917669418806,355.28903069304096,18701.644572525303,2463.2203379678344,21164.86491049314,10800.0,10660.87543870059
2025-09-28,0.7514492141802022,69764.19802971843,5.868333333333339,43224.08593012855,39.56136916666671,43263.64729929522,10660.87543870059,10712.23482460175
2025-09-29,0.7509142205770651,69225.95243072236,223.69518160874065,42953.24696988468,1502.478882135631,44455.72585202032,10712.23482460175,10675.285596181458
2025-09-30,0.7512991083731098,70847.62996261341,93.1617121116713,44263.00444320093,506.1155292281894,44769.11997242912,10675.285596181458,10800.0
2025-10-01,0.75,72041.16710831059,0.0,44782.49101015377,0.0,44782.49101015377,10800.0,10800.0
2025-10-02,0.75,68722.40211052535,0.0,42665.908335783824,0.0,42665.908335783824,10800.0,10800.0
2025-10-03,0.75,33878.61659326061,0.0,18166.01769156733,0.0,18166.01769156733,10800.0,10800.0
2025-10-04,0.75,34477.76465804421,0.0,18598.18789355632,0.0,18598.18789355632,10800.0,10800.0
2025-10-05,0.75,69867.1414841179,0.0,43114.189681315795,0.0,43114.189681315795,10800.0,10800.0
2025-10-06,0.75,69175.49646136892,0.0,42717.27706379264,0.0,42717.27706379264,10800.0,10800.0
2025-10-07,0.75,69629.99128531758,0.0,42989.581320665115,0.0,42989.581320665115,10800.0,10800.0
2025-10-08,0.75,64284.8663773528,0.0,39202.900411342125,0.0,39202.900411342125,10800.0,10800.0
2025-10-09,0.75,63814.361232931136,0.0,39052.95571454408,0.0,39052.95571454408,10800.0,10800.0
2025-10-10,0.75,32375.518346019915,0.0,16648.175942702666,0.0,16648.175942702666,10800.0,10800.0
2025-10-11,0.75,33376.954217120845,0.0,17312.32610139729,0.0,17312.32610139729,10800.0,10800.0
2025-10-12,0.75,66260.56319387334,12.561393276047284,40445.917558391855,58.83756610500547,40504.75512449686,10800.0,10800.0
2025-10-13,0.75,66299.76236177345,0.0,40653.977061995574,0.0,40653.977061995574,10800.0,10800.0
2025-10-14,0.75,66637.79761353439,253.52013516685105,40849.24797048971,1234.8691980627482,42084.11716855246,10800.0,10800.0
2025-10-15,0.75,66412.91961614144,179.48367487896098,40712.80132560738,1216.1048854917221,41928.90621109911,10800.0,10800.0
2025-10-16,0.75,66842.62607649117,1055.6707139764358,41224.72681398399,7289.170950039071,48513.89776402306,10800.0,10800.0
2025-10-17,0.75,33710.04805621249,0.0,17521.14114423859,0.0,17521.14114423859,10800.0,10800.0
2025-10-18,0.75,33746.08654015152,0.0,17564.736452433004,0.0,17564.736452433004,10800.0,10800.0
2025-10-19,0.75,68799.23678055895,1539.7226885328173,42071.9255663606,10524.329158588755,52596.25472494936,10800.0,10800.0
2025-10-20,0.75,69955.04166677577,649.5539173021855,42963.412382227936,3130.5655987611417,46093.977980989075,10800.0,10800.0
2025-10-21,0.75,71460.5034997171,0.0,43985.47626512365,0.0,43985.47626512365,10800.0,10800.0
2025-10-22,0.75,71928.7952925587,884.4947666922703,44021.23829414719,4380.008467326374,48401.246761473565,10800.0,10791.206682120572
2025-10-23,0.7500915970612441,72140.45729933826,0.0,44488.104390910565,0.0,44488.104390910565,10791.206682120572,10800.0
2025-10-24,0.75,33827.59365505019,226.3979444984151,17515.864829977494,1247.0400083907448,18762.90483836824,10800.0,10774.935022420927
2025-10-25,0.7502610935164487,34499.12431893716,0.0,18009.06503493789,0.0,18009.06503493789,10774.935022420927,10800.0
2025-10-26,0.75,72974.9347472009,0.0,44992.53968542362,0.0,44992.53968542362,10800.0,10800.0
2025-10-27,0.75,72821.32251940528,379.40653429062866,44867.534871877135,2641.1217864998275,47508.65665837696,10800.0,10800.0
2025-10-28,0.75,73900.5111676174,0.0,45494.370553461566,0.0,45494.370553461566,10800.0,10800.0
2025-10-29,0.75,73311.74984624107,1087.217587962096,45215.89668400092,7313.923796155324,52529.820480156246,10800.0,10800.0
2025-10-30,0.75,73134.94719308695,0.0,45148.65650005376,0.0,45148.65650005376,10800.0,10800.0
2025-10-31,0.75,34931.60007086026,0.0,18326.16167223581,0.0,18326.16167223581,10800.0,10800.0
2025-11-01,0.75,35196.93210470029,0.0,18493.792669566355,0.0,18493.792669566355,10800.0,10800.0
2025-11-02,0.75,74781.43906879169,182.99957293844602,46130.69891418207,1249.9142260870328,47380.6131402691,10800.0,10800.0
2025-11-03,0.75,75857.41053228697,0.0,47072.60722363884,0.0,47072.60722363884,10800.0,10800.0
2025-11-04,0.75,77180.92922847855,91.14351457940627,47912.092082643285,523.1486276309281,48435.240710274215,10800.0,10800.0
2025-11-05,0.75,77967.29023076987,0.0,48545.11314143392,0.0,48545.11314143392,10800.0,10800.0
2025-11-06,0.75,76401.71289710859,924.4719249287353,47507.20643665851,4473.167056130939,51980.37349278945,10800.0,10791.168271617116
2025-11-07,0.750091997170655,36098.32719726661,0.0,19104.165560656573,0.0,19104.165560656573,10791.168271617116,10800.0
2025-11-08,0.75,36147.70120345056,0.0,19078.93508001117,0.0,19078.93508001117,10800.0,10800.0
2025-11-09,0.75,77990.13577691675,0.0,48658.051207303484,0.0,48658.051207303484,10800.0,10800.0
2025-11-10,0.75,79203.12238907933,82.1579611569188,49401.545562387306,491.7846124625823,49893.330174849885,10800.0,10800.0
2025-11-11,0.75,79948.12386357605,0.0,50062.08595720351,0.0,50062.08595720351,10800.0,10800.0
2025-11-12,0.75,81015.18797618317,0.0,50825.53058850351,0.0,50825.53058850351,10800.0,10800.0
2025-11-13,0.75,80883.23900685081,35.61045223502583,50837.00650137102,248.4185147915402,51085.42501616256,10800.0,10800.0
2025-11-14,0.75,36962.21825671432,0.0,19617.854170682713,0.0,19617.854170682713,10800.0,10800.0
2025-11-15,0.75,36974.029084494505,0.0,19628.664365487148,0.0,19628.664365487148,10800.0,10800.0
2025-11-16,0.75,81831.2061394277,0.0,51419.95185242595,0.0,51419.95185242595,10800.0,10800.0
2025-11-17,0.75,83331.25903469694,0.0,52514.19547048712,0.0,52514.19547048712,10800.0,10800.0
2025-11-18,0.75,82674.90354426386,0.0,52081.22788837104,0.0,52081.22788837104,10800.0,10800.0
2025-11-19,0.75,83040.42672134592,1.3850000000001046,52351.71166033447,6.301057500000477,52358.01271783447,10800.0,10800.0
2025-11-20,0.75,82986.36678928725,0.0,52303.09216343814,0.0,52303.09216343814,10800.0,10800.0
2025-11-21,0.75,37614.872545700055,0.0,20080.138220867328,0.0,20080.138220867328,10800.0,10800.0
2025-11-22,0.75,38011.59857770511,0.0,20212.077916239796,0.0,20212.077916239796,10800.0,10800.0
2025-11-23,0.75,84551.70415186594,0.0,53366.153627439635,0.0,53366.153627439635,10800.0,10800.0
2025-11-24,0.75,84042.63617062195,53.66246807554442,52971.046540853364,269.39056762479174,53240.43710847815,10800.0,10800.0
2025-11-25,0.75,84813.67063880926,0.0,53515.052976855106,0.0,53515.052976855106,10800.0,10800.0
2025-11-26,0.75,85315.30130847688,32.99316666666664,53876.704770815144,154.53999266666654,54031.24476348181,10800.0,10800.0
2025-11-27,0.75,84177.2234855931,0.0,53171.74547721124,0.0,53171.74547721124,10800.0,10800.0
2025-11-28,0.75,38113.63997788985,0.0,20227.924825328584,0.0,20227.924825328584,10800.0,10800.0
2025-11-29,0.75,38701.00945827624,591.0636482442674,20564.221502704764,3723.6344548853417,24287.855957590105,10800.0,10800.0
2025-11-30,0.75,86324.99907187012,6.062833333333515,54659.41437305835,28.398311333334185,54687.81268439168,10800.0,10800.0
2025-12-01,0.75,85627.51733503291,5518.048705017485,54063.169048786884,29126.42433123824,83189.59338002512,10800.0,10793.577201775828
2025-12-02,0.7500669041481685,87379.27067376445,5831.048134434612,55264.03878532937,31400.639996194368,86664.67878152375,10793.577201775828,10763.926313937622
2025-12-03,0.7503757675631497,90972.3582087445,1157.224189673796,57933.47821812621,6404.672007072611,64338.15022519883,10763.926313937622,10748.374535751273
2025-12-04,0.7505377652525909,91246.39405574446,1931.3025970847611,58141.3873682507,9610.723791087712,67752.11115933841,10748.374535751273,10800.0
2025-12-05,0.75,44220.56850452662,1361.1499101803338,23175.902953786295,8154.68672194707,31330.589675733365,10800.0,10774.075774377092
2025-12-06,0.7502700440169053,45794.558693373605,1896.9806337450832,23885.518814270465,11415.90114498168,35301.41995925215,10774.075774377092,10773.798016611736
2025-12-07,0.7502729373269611,93567.8164817186,141.75535324686948,59656.35110087665,960.3111999920628,60616.66230086872,10773.798016611736,10800.0
2025-12-08,0.75,97448.20758422912,0.0,62589.84722591905,0.0,62589.84722591905,10800.0,10800.0
2025-12-09,0.75,98313.25138754467,21.277880583970273,63207.43216699818,124.02257884816329,63331.45474584634,10800.0,10800.0
2025-12-10,0.75,97520.98440235158,0.0,62532.8384000237,0.0,62532.8384000237,10800.0,10800.0
2025-12-11,0.75,97613.30716225719,0.0,62786.85883422931,0.0,62786.85883422931,10800.0,10800.0
2025-12-12,0.75,50291.33803259835,0.0,26407.888412324726,0.0,26407.888412324726,10800.0,10800.0
2025-12-13,0.75,52104.69283269044,0.0,27449.56390923269,0.0,27449.56390923269,10800.0,10800.0
2025-12-14,0.75,97885.99588546439,0.0,62861.1843916496,0.0,62861.1843916496,10800.0,10800.0
2025-12-15,0.75,97887.224712711,0.0,62772.69952607127,0.0,62772.69952607127,10800.0,10800.0
2025-12-16,0.75,98129.57937325828,0.0,63063.95255439908,0.0,63063.95255439908,10800.0,10800.0
2025-12-17,0.75,99024.37332068081,0.0,63517.871732987755,0.0,63517.871732987755,10800.0,10800.0
2025-12-18,0.75,98236.43315054127,0.0,63128.83843157111,0.0,63128.83843157111,10800.0,10800.0
2025-12-19,0.75,52487.647236743716,0.0,27595.001350405848,0.0,27595.001350405848,10800.0,10800.0
2025-12-20,0.75,53390.50464164736,0.0,28158.142588429437,0.0,28158.142588429437,10800.0,10800.0
2025-12-21,0.75,100004.64936084143,0.0,64366.5307512772,0.0,64366.5307512772,10800.0,10800.0
2025-12-22,0.75,99915.05394274907,3.148038517746931,64208.44136952529,14.750134474903247,64223.19150400019,10800.0,10800.0
2025-12-23,0.75,100732.77465087574,0.0,64893.99971951804,0.0,64893.99971951804,10800.0,10800.0
2025-12-24,0.75,99513.49164954117,0.0,63852.10066756876,0.0,63852.10066756876,10800.0,10800.0
2025-12-25,0.75,99332.70113124086,0.0,63926.14228903521,0.0,63926.14228903521,10800.0,10800.0
2025-12-26,0.75,52796.64376780951,0.0,27835.77733864386,0.0,27835.77733864386,10800.0,10800.0
2025-12-27,0.75,53413.084408783296,0.0,28147.657399875723,0.0,28147.657399875723,10800.0,10800.0
2025-12-28,0.75,99548.01577071412,0.0,63933.119304730266,0.0,63933.119304730266,10800.0,10800.0
2025-12-29,0.75,99391.5676459847,0.0,63837.7128150405,0.0,63837.7128150405,10800.0,10800.0
2025-12-30,0.75,98713.23130471494,0.0,63372.56827396908,0.0,63372.56827396908,10800.0,10800.0
2025-12-31,0.75,97935.75850101594,0.0,62800.9462008944,0.0,62800.9462008944,10800.0,10800.0
