slot_id,source_marker,physical_interval,interval_start_hour,interval_end_hour,duration_hours,price_yuan_per_kwh,load_kw,pv_forecast_kw,load_kwh,pv_forecast_kwh,purchase_kwh,charge_bus_kwh,discharge_bus_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,purchase_cost_yuan,energy_balance_residual_kwh,soc_transition_residual_kwh
100,16:40,16:30-16:40,16.5000000000,16.6666666667,0.1666666667,0.9024000000,5689.0372000000,2089.1246000000,948.1728666667,348.1874333333,599.9854333333,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,541.4268550400,0.0000000000,0.0000000000
101,16:50,16:40-16:50,16.6666666667,16.8333333333,0.1666666667,0.9163000000,5603.6614000000,1791.0829000000,933.9435666667,298.5138166667,635.4297500000,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,582.2442799250,0.0000000000,0.0000000000
102,17:00,16:50-17:00,16.8333333333,17.0000000000,0.1666666667,0.9264000000,5466.7124000000,1501.7283000000,911.1187333333,250.2880500000,660.8306833333,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,612.1935450400,0.0000000000,0.0000000000
103,17:10,17:00-17:10,17.0000000000,17.1666666667,0.1666666667,0.9462000000,5467.3939000000,1255.1723000000,911.2323166667,209.1953833333,702.0369333333,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,664.2673463200,0.0000000000,0.0000000000
104,17:20,17:10-17:20,17.1666666667,17.3333333333,0.1666666667,0.9742000000,5464.7270000000,1036.3323000000,910.7878333333,172.7220500000,738.0657833333,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,719.0236861233,0.0000000000,0.0000000000
105,17:30,17:20-17:30,17.3333333333,17.5000000000,0.1666666667,0.9862000000,5492.4458000000,836.7775000000,915.4076333333,139.4629166667,775.9447166667,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,765.2366795767,-0.0000000000,0.0000000000
106,17:40,17:30-17:40,17.5000000000,17.6666666667,0.1666666667,0.9760000000,5621.7308000000,665.2313000000,936.9551333333,110.8718833333,826.0832500000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,806.2572520000,0.0000000000,0.0000000000
107,17:50,17:40-17:50,17.6666666667,17.8333333333,0.1666666667,1.0742000000,5091.2126000000,516.6758000000,848.5354333333,86.1126333333,762.4228000000,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,818.9945717600,0.0000000000,0.0000000000
108,18:00,17:50-18:00,17.8333333333,18.0000000000,0.1666666667,1.2313000000,4208.5688000000,386.6731000000,701.4281333333,64.4455166667,636.9826166667,0.0000000000,-0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,784.3166959017,0.0000000000,0.0000000000
109,18:10,18:00-18:10,18.0000000000,18.1666666667,0.1666666667,1.2561000000,4122.7611000000,275.7933000000,687.1268500000,45.9655500000,531.8940500000,0.0000000000,109.2672500000,0.0000000000,10800.0000000000,10678.5919444444,668.1121162050,0.0000000000,-0.0000000000
110,18:20,18:10-18:20,18.1666666667,18.3333333333,0.1666666667,1.2447000000,4255.9358000000,182.9526000000,709.3226333333,30.4921000000,678.8305333333,0.0000000000,0.0000000000,0.0000000000,10678.5919444444,10678.5919444444,844.9403648400,0.0000000000,0.0000000000
111,18:30,18:20-18:30,18.3333333333,18.5000000000,0.1666666667,1.2545000000,4225.9524000000,108.3414000000,704.3254000000,18.0569000000,686.2685000000,0.0000000000,0.0000000000,0.0000000000,10678.5919444444,10678.5919444444,860.9238332500,0.0000000000,0.0000000000
112,18:40,18:30-18:40,18.5000000000,18.6666666667,0.1666666667,1.2522000000,4233.3384000000,54.3121000000,705.5564000000,9.0520166667,696.5043833333,0.0000000000,0.0000000000,0.0000000000,10678.5919444444,10678.5919444444,872.1627888100,0.0000000000,0.0000000000
113,18:50,18:40-18:50,18.6666666667,18.8333333333,0.1666666667,1.2881000000,4246.4625000000,18.6569000000,707.7437500000,3.1094833333,0.0000000000,0.0000000000,704.6342666667,0.0000000000,10678.5919444444,9895.6649814815,0.0000000000,0.0000000000,-0.0000000000
114,19:00,18:50-19:00,18.8333333333,19.0000000000,0.1666666667,1.3466000000,4239.1795000000,0.2753000000,706.5299166667,0.0458833333,0.0000000000,0.0000000000,706.4840333333,0.0000000000,9895.6649814815,9110.6827222222,0.0000000000,0.0000000000,0.0000000000
115,19:10,19:00-19:10,19.0000000000,19.1666666667,0.1666666667,1.3523000000,4244.6684000000,0.2296000000,707.4447333333,0.0382666667,0.0000000000,0.0000000000,707.4064666667,0.0000000000,9110.6827222222,8324.6755370370,0.0000000000,0.0000000000,0.0000000000
116,19:20,19:10-19:20,19.1666666667,19.3333333333,0.1666666667,1.3445000000,4251.9187000000,0.6007000000,708.6531166667,0.1001166667,0.0000000000,0.0000000000,708.5530000000,0.0000000000,8324.6755370370,7537.3944259259,0.0000000000,0.0000000000,0.0000000000
117,19:30,19:20-19:30,19.3333333333,19.5000000000,0.1666666667,1.3483000000,4256.6813000000,0.0000000000,709.4468833333,0.0000000000,0.0000000000,0.0000000000,709.4468833333,0.0000000000,7537.3944259259,6749.1201111111,0.0000000000,0.0000000000,0.0000000000
118,19:40,19:30-19:40,19.5000000000,19.6666666667,0.1666666667,1.3490000000,4267.3947000000,0.0000000000,711.2324500000,0.0000000000,0.0000000000,0.0000000000,711.2324500000,0.0000000000,6749.1201111111,5958.8618333333,0.0000000000,0.0000000000,-0.0000000000
119,19:50,19:40-19:50,19.6666666667,19.8333333333,0.1666666667,1.3473000000,4269.9750000000,0.0000000000,711.6625000000,0.0000000000,0.0000000000,0.0000000000,711.6625000000,0.0000000000,5958.8618333333,5168.1257222222,0.0000000000,0.0000000000,-0.0000000000
120,20:00,19:50-20:00,19.8333333333,20.0000000000,0.1666666667,1.3482000000,4268.6702000000,0.0000000000,711.4450333333,0.0000000000,0.0000000000,0.0000000000,711.4450333333,0.0000000000,5168.1257222222,4377.6312407407,0.0000000000,0.0000000000,-0.0000000000
121,20:10,20:00-20:10,20.0000000000,20.1666666667,0.1666666667,1.3513000000,4282.2245000000,0.0000000000,713.7040833333,0.0000000000,0.0000000000,0.0000000000,713.7040833333,0.0000000000,4377.6312407407,3584.6267037037,0.0000000000,0.0000000000,-0.0000000000
122,20:20,20:10-20:20,20.1666666667,20.3333333333,0.1666666667,1.3400000000,4291.7049000000,0.0000000000,715.2841500000,0.0000000000,0.0000000000,0.0000000000,715.2841500000,0.0000000000,3584.6267037037,2789.8665370370,0.0000000000,0.0000000000,-0.0000000000
123,20:30,20:20-20:30,20.3333333333,20.5000000000,0.1666666667,1.3489000000,4291.3611000000,0.0000000000,715.2268500000,0.0000000000,0.0000000000,0.0000000000,715.2268500000,0.0000000000,2789.8665370370,1995.1700370370,0.0000000000,0.0000000000,-0.0000000000
124,20:40,20:30-20:40,20.5000000000,20.6666666667,0.1666666667,1.3952000000,4293.9182000000,0.0000000000,715.6530333333,0.0000000000,0.0000000000,0.0000000000,715.6530333333,0.0000000000,1995.1700370370,1200.0000000000,0.0000000000,0.0000000000,0.0000000000
125,20:50,20:40-20:50,20.6666666667,20.8333333333,0.1666666667,1.2226000000,4295.2135000000,0.0000000000,715.8689166667,0.0000000000,715.8689166667,0.0000000000,-0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,875.2213375167,0.0000000000,0.0000000000
126,21:00,20:50-21:00,20.8333333333,21.0000000000,0.1666666667,0.9332000000,4302.0307000000,0.0000000000,717.0051166667,0.0000000000,717.0051166667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,669.1091748733,0.0000000000,0.0000000000
127,21:10,21:00-21:10,21.0000000000,21.1666666667,0.1666666667,0.9068000000,4320.9618000000,0.0000000000,720.1603000000,0.0000000000,720.1603000000,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,653.0413600400,0.0000000000,0.0000000000
128,21:20,21:10-21:20,21.1666666667,21.3333333333,0.1666666667,0.9371000000,4302.3292000000,0.0000000000,717.0548666667,0.0000000000,717.0548666667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,671.9521155533,0.0000000000,0.0000000000
129,21:30,21:20-21:30,21.3333333333,21.5000000000,0.1666666667,0.9371000000,4322.6758000000,0.0000000000,720.4459666667,0.0000000000,720.4459666667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,675.1299153633,0.0000000000,0.0000000000
130,21:40,21:30-21:40,21.5000000000,21.6666666667,0.1666666667,0.9871000000,4428.8083000000,0.0000000000,738.1347166667,0.0000000000,738.1347166667,0.0000000000,-0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,728.6127788217,0.0000000000,0.0000000000
131,21:50,21:40-21:50,21.6666666667,21.8333333333,0.1666666667,0.7764000000,4030.1614000000,0.0000000000,671.6935666667,0.0000000000,671.6935666667,0.0000000000,-0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,521.5028851600,0.0000000000,0.0000000000
132,22:00,21:50-22:00,21.8333333333,22.0000000000,0.1666666667,0.4209000000,3362.7419000000,0.0000000000,560.4569833333,0.0000000000,1393.7903166667,833.3333333333,0.0000000000,0.0000000000,1200.0000000000,1950.0000000000,586.6463442850,0.0000000000,0.0000000000
133,22:10,22:00-22:10,22.0000000000,22.1666666667,0.1666666667,0.3859000000,3309.3934000000,0.0000000000,551.5655666667,0.0000000000,1384.8989000000,833.3333333333,0.0000000000,0.0000000000,1950.0000000000,2700.0000000000,534.4324855100,0.0000000000,0.0000000000
134,22:20,22:10-22:20,22.1666666667,22.3333333333,0.1666666667,0.4368000000,3412.9563000000,0.0000000000,568.8260500000,0.0000000000,568.8260500000,0.0000000000,0.0000000000,0.0000000000,2700.0000000000,2700.0000000000,248.4632186400,0.0000000000,0.0000000000
135,22:30,22:20-22:30,22.3333333333,22.5000000000,0.1666666667,0.4198000000,3381.9313000000,0.0000000000,563.6552166667,0.0000000000,1396.9885500000,833.3333333333,0.0000000000,0.0000000000,2700.0000000000,3450.0000000000,586.4557932900,0.0000000000,0.0000000000
136,22:40,22:30-22:40,22.5000000000,22.6666666667,0.1666666667,0.4186000000,3386.5592000000,0.0000000000,564.4265333333,0.0000000000,1397.7598666667,833.3333333333,0.0000000000,0.0000000000,3450.0000000000,4200.0000000000,585.1022801867,0.0000000000,0.0000000000
137,22:50,22:40-22:50,22.6666666667,22.8333333333,0.1666666667,0.4241000000,3400.4846000000,0.0000000000,566.7474333333,0.0000000000,566.7474333333,0.0000000000,0.0000000000,0.0000000000,4200.0000000000,4200.0000000000,240.3575864767,0.0000000000,0.0000000000
138,23:00,22:50-23:00,22.8333333333,23.0000000000,0.1666666667,0.4237000000,3399.2426000000,0.0000000000,566.5404333333,0.0000000000,1399.8737666667,833.3333333333,0.0000000000,0.0000000000,4200.0000000000,4950.0000000000,593.1265149367,0.0000000000,0.0000000000
139,23:10,23:00-23:10,23.0000000000,23.1666666667,0.1666666667,0.4248000000,3406.9809000000,0.0000000000,567.8301500000,0.0000000000,567.8301500000,0.0000000000,0.0000000000,0.0000000000,4950.0000000000,4950.0000000000,241.2142477200,0.0000000000,0.0000000000
140,23:20,23:10-23:20,23.1666666667,23.3333333333,0.1666666667,0.4240000000,3416.1518000000,0.0000000000,569.3586333333,0.0000000000,902.6919666667,333.3333333333,0.0000000000,0.0000000000,4950.0000000000,5250.0000000000,382.7413938667,-0.0000000000,0.0000000000
141,23:30,23:20-23:30,23.3333333333,23.5000000000,0.1666666667,0.4220000000,3421.9811000000,0.0000000000,570.3301833333,0.0000000000,1403.6635166667,833.3333333333,0.0000000000,0.0000000000,5250.0000000000,6000.0000000000,592.3460040333,0.0000000000,0.0000000000
142,23:40,23:30-23:40,23.5000000000,23.6666666667,0.1666666667,0.4240000000,3429.6923000000,0.0000000000,571.6153833333,0.0000000000,571.6153833333,0.0000000000,0.0000000000,0.0000000000,6000.0000000000,6000.0000000000,242.3649225333,0.0000000000,0.0000000000
143,23:50,23:40-23:50,23.6666666667,23.8333333333,0.1666666667,0.4271000000,3439.0610000000,0.0000000000,573.1768333333,0.0000000000,573.1768333333,0.0000000000,0.0000000000,0.0000000000,6000.0000000000,6000.0000000000,244.8038255167,0.0000000000,0.0000000000
144,0:00+1,23:50-24:00,23.8333333333,24.0000000000,0.1666666667,0.4276000000,3444.7259000000,0.0000000000,574.1209833333,0.0000000000,574.1209833333,0.0000000000,0.0000000000,0.0000000000,6000.0000000000,6000.0000000000,245.4941324733,0.0000000000,0.0000000000
