issue_date,issue_clock,issue_datetime,horizon_hour,nominal_target_datetime,pv_forecast_kw,date_raw,date_derivation,source_file,source_sheet,source_row,source_forecast_column,source_cell,raw_forecast_value
2025-02-24,6:00,2025-02-24 06:00:00,2,2025-02-24 08:00:00,2828.9603,,from_verified_0h_block,附件3.xlsx,Sheet1,219,D,D219,2828.9603000000002
2025-02-24,6:00,2025-02-24 06:00:00,3,2025-02-24 09:00:00,5121.1295,,from_verified_0h_block,附件3.xlsx,Sheet1,219,E,E219,5121.1295
2025-02-24,6:00,2025-02-24 06:00:00,4,2025-02-24 10:00:00,5972.8721,,from_verified_0h_block,附件3.xlsx,Sheet1,219,F,F219,5972.8720999999996
2025-02-24,6:00,2025-02-24 06:00:00,5,2025-02-24 11:00:00,6764.734,,from_verified_0h_block,附件3.xlsx,Sheet1,219,G,G219,6764.7340000000004
2025-02-24,6:00,2025-02-24 06:00:00,6,2025-02-24 12:00:00,6810.3106,,from_verified_0h_block,附件3.xlsx,Sheet1,219,H,H219,6810.3105999999998
2025-02-24,6:00,2025-02-24 06:00:00,7,2025-02-24 13:00:00,6748.5498,,from_verified_0h_block,附件3.xlsx,Sheet1,219,I,I219,6748.5497999999998
2025-02-24,6:00,2025-02-24 06:00:00,8,2025-02-24 14:00:00,6467.9801,,from_verified_0h_block,附件3.xlsx,Sheet1,219,J,J219,6467.9800999999998
2025-02-24,6:00,2025-02-24 06:00:00,9,2025-02-24 15:00:00,4551.0968,,from_verified_0h_block,附件3.xlsx,Sheet1,219,K,K219,4551.0968000000003
2025-02-24,6:00,2025-02-24 06:00:00,10,2025-02-24 16:00:00,2866.8385,,from_verified_0h_block,附件3.xlsx,Sheet1,219,L,L219,2866.8384999999998
2025-02-24,6:00,2025-02-24 06:00:00,11,2025-02-24 17:00:00,978.4649,,from_verified_0h_block,附件3.xlsx,Sheet1,219,M,M219,978.46489999999994
2025-02-24,6:00,2025-02-24 06:00:00,12,2025-02-24 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,N,N219,0
2025-02-24,6:00,2025-02-24 06:00:00,13,2025-02-24 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,O,O219,0
2025-02-24,6:00,2025-02-24 06:00:00,14,2025-02-24 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,P,P219,0
2025-02-24,6:00,2025-02-24 06:00:00,15,2025-02-24 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,Q,Q219,0
2025-02-24,6:00,2025-02-24 06:00:00,16,2025-02-24 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,R,R219,0
2025-02-24,6:00,2025-02-24 06:00:00,17,2025-02-24 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,S,S219,0
2025-02-24,6:00,2025-02-24 06:00:00,18,2025-02-25 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,T,T219,0
2025-02-24,6:00,2025-02-24 06:00:00,19,2025-02-25 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,U,U219,0
2025-02-24,6:00,2025-02-24 06:00:00,20,2025-02-25 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,V,V219,0
2025-02-24,6:00,2025-02-24 06:00:00,21,2025-02-25 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,W,W219,0
2025-02-24,6:00,2025-02-24 06:00:00,22,2025-02-25 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,X,X219,0
2025-02-24,6:00,2025-02-24 06:00:00,23,2025-02-25 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,Y,Y219,0
2025-02-24,6:00,2025-02-24 06:00:00,24,2025-02-25 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,219,Z,Z219,0
2025-02-24,12:00,2025-02-24 12:00:00,1,2025-02-24 13:00:00,7251.5513,,from_verified_0h_block,附件3.xlsx,Sheet1,220,C,C220,7251.5513000000001
2025-02-24,12:00,2025-02-24 12:00:00,2,2025-02-24 14:00:00,6589.5885,,from_verified_0h_block,附件3.xlsx,Sheet1,220,D,D220,6589.5884999999998
2025-02-24,12:00,2025-02-24 12:00:00,3,2025-02-24 15:00:00,4567.5186,,from_verified_0h_block,附件3.xlsx,Sheet1,220,E,E220,4567.5186000000003
2025-02-24,12:00,2025-02-24 12:00:00,4,2025-02-24 16:00:00,2862.3784,,from_verified_0h_block,附件3.xlsx,Sheet1,220,F,F220,2862.3784000000001
2025-02-24,12:00,2025-02-24 12:00:00,5,2025-02-24 17:00:00,923.3491,,from_verified_0h_block,附件3.xlsx,Sheet1,220,G,G220,923.34910000000002
2025-02-24,12:00,2025-02-24 12:00:00,6,2025-02-24 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,H,H220,0
2025-02-24,12:00,2025-02-24 12:00:00,7,2025-02-24 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,I,I220,0
2025-02-24,12:00,2025-02-24 12:00:00,8,2025-02-24 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,J,J220,0
2025-02-24,12:00,2025-02-24 12:00:00,9,2025-02-24 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,K,K220,0
2025-02-24,12:00,2025-02-24 12:00:00,10,2025-02-24 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,L,L220,0
2025-02-24,12:00,2025-02-24 12:00:00,11,2025-02-24 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,M,M220,0
2025-02-24,12:00,2025-02-24 12:00:00,12,2025-02-25 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,N,N220,0
2025-02-24,12:00,2025-02-24 12:00:00,13,2025-02-25 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,O,O220,0
2025-02-24,12:00,2025-02-24 12:00:00,14,2025-02-25 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,P,P220,0
2025-02-24,12:00,2025-02-24 12:00:00,15,2025-02-25 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,Q,Q220,0
2025-02-24,12:00,2025-02-24 12:00:00,16,2025-02-25 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,R,R220,0
2025-02-24,12:00,2025-02-24 12:00:00,17,2025-02-25 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,S,S220,0
2025-02-24,12:00,2025-02-24 12:00:00,18,2025-02-25 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,220,T,T220,0
2025-02-24,12:00,2025-02-24 12:00:00,19,2025-02-25 07:00:00,1123.9475,,from_verified_0h_block,附件3.xlsx,Sheet1,220,U,U220,1123.9475
2025-02-24,12:00,2025-02-24 12:00:00,20,2025-02-25 08:00:00,3084.882,,from_verified_0h_block,附件3.xlsx,Sheet1,220,V,V220,3084.8820000000001
2025-02-24,12:00,2025-02-24 12:00:00,21,2025-02-25 09:00:00,5350.4625,,from_verified_0h_block,附件3.xlsx,Sheet1,220,W,W220,5350.4624999999996
2025-02-24,12:00,2025-02-24 12:00:00,22,2025-02-25 10:00:00,6989.775,,from_verified_0h_block,附件3.xlsx,Sheet1,220,X,X220,6989.7749999999996
2025-02-24,12:00,2025-02-24 12:00:00,23,2025-02-25 11:00:00,7933.0875,,from_verified_0h_block,附件3.xlsx,Sheet1,220,Y,Y220,7933.0874999999996
2025-02-24,12:00,2025-02-24 12:00:00,24,2025-02-25 12:00:00,8344.725,,from_verified_0h_block,附件3.xlsx,Sheet1,220,Z,Z220,8344.7250000000004
2025-02-24,18:00,2025-02-24 18:00:00,1,2025-02-24 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,C,C221,0
2025-02-24,18:00,2025-02-24 18:00:00,2,2025-02-24 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,D,D221,0
2025-02-24,18:00,2025-02-24 18:00:00,3,2025-02-24 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,E,E221,0
2025-02-24,18:00,2025-02-24 18:00:00,4,2025-02-24 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,F,F221,0
2025-02-24,18:00,2025-02-24 18:00:00,5,2025-02-24 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,G,G221,0
2025-02-24,18:00,2025-02-24 18:00:00,6,2025-02-25 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,H,H221,0
2025-02-24,18:00,2025-02-24 18:00:00,7,2025-02-25 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,I,I221,0
2025-02-24,18:00,2025-02-24 18:00:00,8,2025-02-25 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,J,J221,0
2025-02-24,18:00,2025-02-24 18:00:00,9,2025-02-25 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,K,K221,0
2025-02-24,18:00,2025-02-24 18:00:00,10,2025-02-25 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,L,L221,0
2025-02-24,18:00,2025-02-24 18:00:00,11,2025-02-25 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,M,M221,0
2025-02-24,18:00,2025-02-24 18:00:00,12,2025-02-25 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,N,N221,0
2025-02-24,18:00,2025-02-24 18:00:00,13,2025-02-25 07:00:00,984.4066,,from_verified_0h_block,附件3.xlsx,Sheet1,221,O,O221,984.40660000000003
2025-02-24,18:00,2025-02-24 18:00:00,14,2025-02-25 08:00:00,2899.1119,,from_verified_0h_block,附件3.xlsx,Sheet1,221,P,P221,2899.1118999999999
2025-02-24,18:00,2025-02-24 18:00:00,15,2025-02-25 09:00:00,5013.8677,,from_verified_0h_block,附件3.xlsx,Sheet1,221,Q,Q221,5013.8676999999998
2025-02-24,18:00,2025-02-24 18:00:00,16,2025-02-25 10:00:00,6601.9512,,from_verified_0h_block,附件3.xlsx,Sheet1,221,R,R221,6601.9512000000004
2025-02-24,18:00,2025-02-24 18:00:00,17,2025-02-25 11:00:00,7933.0875,,from_verified_0h_block,附件3.xlsx,Sheet1,221,S,S221,7933.0874999999996
2025-02-24,18:00,2025-02-24 18:00:00,18,2025-02-25 12:00:00,8344.725,,from_verified_0h_block,附件3.xlsx,Sheet1,221,T,T221,8344.7250000000004
2025-02-24,18:00,2025-02-24 18:00:00,19,2025-02-25 13:00:00,8501.7,,from_verified_0h_block,附件3.xlsx,Sheet1,221,U,U221,8501.7000000000007
2025-02-24,18:00,2025-02-24 18:00:00,20,2025-02-25 14:00:00,6683.775,,from_verified_0h_block,附件3.xlsx,Sheet1,221,V,V221,6683.7749999999996
2025-02-24,18:00,2025-02-24 18:00:00,21,2025-02-25 15:00:00,5071.0268,,from_verified_0h_block,附件3.xlsx,Sheet1,221,W,W221,5071.0267999999996
2025-02-24,18:00,2025-02-24 18:00:00,22,2025-02-25 16:00:00,2954.1652,,from_verified_0h_block,附件3.xlsx,Sheet1,221,X,X221,2954.1651999999999
2025-02-24,18:00,2025-02-24 18:00:00,23,2025-02-25 17:00:00,844.3989,,from_verified_0h_block,附件3.xlsx,Sheet1,221,Y,Y221,844.39890000000003
2025-02-24,18:00,2025-02-24 18:00:00,24,2025-02-25 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,221,Z,Z221,0
2025-02-25,0:00,2025-02-25 00:00:00,1,2025-02-25 01:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,C,C222,0
2025-02-25,0:00,2025-02-25 00:00:00,2,2025-02-25 02:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,D,D222,0
2025-02-25,0:00,2025-02-25 00:00:00,3,2025-02-25 03:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,E,E222,0
2025-02-25,0:00,2025-02-25 00:00:00,4,2025-02-25 04:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,F,F222,0
2025-02-25,0:00,2025-02-25 00:00:00,5,2025-02-25 05:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,G,G222,0
2025-02-25,0:00,2025-02-25 00:00:00,6,2025-02-25 06:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,H,H222,0
2025-02-25,0:00,2025-02-25 00:00:00,7,2025-02-25 07:00:00,938.9164,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,I,I222,938.91639999999995
2025-02-25,0:00,2025-02-25 00:00:00,8,2025-02-25 08:00:00,2432.8542,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,J,J222,2432.8542000000002
2025-02-25,0:00,2025-02-25 00:00:00,9,2025-02-25 09:00:00,4437.0555,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,K,K222,4437.0555000000004
2025-02-25,0:00,2025-02-25 00:00:00,10,2025-02-25 10:00:00,5963.4692,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,L,L222,5963.4691999999995
2025-02-25,0:00,2025-02-25 00:00:00,11,2025-02-25 11:00:00,6827.5274,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,M,M222,6827.5273999999999
2025-02-25,0:00,2025-02-25 00:00:00,12,2025-02-25 12:00:00,6784.0553,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,N,N222,6784.0553
2025-02-25,0:00,2025-02-25 00:00:00,13,2025-02-25 13:00:00,7181.6216,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,O,O222,7181.6216000000004
2025-02-25,0:00,2025-02-25 00:00:00,14,2025-02-25 14:00:00,5908.1448,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,P,P222,5908.1448
2025-02-25,0:00,2025-02-25 00:00:00,15,2025-02-25 15:00:00,4345.6537,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,Q,Q222,4345.6536999999998
2025-02-25,0:00,2025-02-25 00:00:00,16,2025-02-25 16:00:00,2915.379,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,R,R222,2915.3789999999999
2025-02-25,0:00,2025-02-25 00:00:00,17,2025-02-25 17:00:00,988.8566,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,S,S222,988.85659999999996
2025-02-25,0:00,2025-02-25 00:00:00,18,2025-02-25 18:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,T,T222,0
2025-02-25,0:00,2025-02-25 00:00:00,19,2025-02-25 19:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,U,U222,0
2025-02-25,0:00,2025-02-25 00:00:00,20,2025-02-25 20:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,V,V222,0
2025-02-25,0:00,2025-02-25 00:00:00,21,2025-02-25 21:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,W,W222,0
2025-02-25,0:00,2025-02-25 00:00:00,22,2025-02-25 22:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,X,X222,0
2025-02-25,0:00,2025-02-25 00:00:00,23,2025-02-25 23:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,Y,Y222,0
2025-02-25,0:00,2025-02-25 00:00:00,24,2025-02-26 00:00:00,0,2025-2-25,original_0h_date,附件3.xlsx,Sheet1,222,Z,Z222,0
2025-02-25,6:00,2025-02-25 06:00:00,1,2025-02-25 07:00:00,1067.133,,from_verified_0h_block,附件3.xlsx,Sheet1,223,C,C223,1067.133
2025-02-25,6:00,2025-02-25 06:00:00,2,2025-02-25 08:00:00,2983.522,,from_verified_0h_block,附件3.xlsx,Sheet1,223,D,D223,2983.5219999999999
2025-02-25,6:00,2025-02-25 06:00:00,3,2025-02-25 09:00:00,5350.4625,,from_verified_0h_block,附件3.xlsx,Sheet1,223,E,E223,5350.4624999999996
2025-02-25,6:00,2025-02-25 06:00:00,4,2025-02-25 10:00:00,6989.775,,from_verified_0h_block,附件3.xlsx,Sheet1,223,F,F223,6989.7749999999996
2025-02-25,6:00,2025-02-25 06:00:00,5,2025-02-25 11:00:00,7386.8901,,from_verified_0h_block,附件3.xlsx,Sheet1,223,G,G223,7386.8900999999996
2025-02-25,6:00,2025-02-25 06:00:00,6,2025-02-25 12:00:00,7183.3195,,from_verified_0h_block,附件3.xlsx,Sheet1,223,H,H223,7183.3194999999996
2025-02-25,6:00,2025-02-25 06:00:00,7,2025-02-25 13:00:00,6830.3325,,from_verified_0h_block,附件3.xlsx,Sheet1,223,I,I223,6830.3325000000004
2025-02-25,6:00,2025-02-25 06:00:00,8,2025-02-25 14:00:00,5347.7372,,from_verified_0h_block,附件3.xlsx,Sheet1,223,J,J223,5347.7371999999996
2025-02-25,6:00,2025-02-25 06:00:00,9,2025-02-25 15:00:00,4387.6611,,from_verified_0h_block,附件3.xlsx,Sheet1,223,K,K223,4387.6611000000003
2025-02-25,6:00,2025-02-25 06:00:00,10,2025-02-25 16:00:00,2815.8721,,from_verified_0h_block,附件3.xlsx,Sheet1,223,L,L223,2815.8721
2025-02-25,6:00,2025-02-25 06:00:00,11,2025-02-25 17:00:00,902.5419,,from_verified_0h_block,附件3.xlsx,Sheet1,223,M,M223,902.54190000000006
2025-02-25,6:00,2025-02-25 06:00:00,12,2025-02-25 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,N,N223,0
2025-02-25,6:00,2025-02-25 06:00:00,13,2025-02-25 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,O,O223,0
2025-02-25,6:00,2025-02-25 06:00:00,14,2025-02-25 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,P,P223,0
2025-02-25,6:00,2025-02-25 06:00:00,15,2025-02-25 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,Q,Q223,0
2025-02-25,6:00,2025-02-25 06:00:00,16,2025-02-25 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,R,R223,0
2025-02-25,6:00,2025-02-25 06:00:00,17,2025-02-25 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,S,S223,0
2025-02-25,6:00,2025-02-25 06:00:00,18,2025-02-26 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,T,T223,0
2025-02-25,6:00,2025-02-25 06:00:00,19,2025-02-26 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,U,U223,0
2025-02-25,6:00,2025-02-25 06:00:00,20,2025-02-26 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,V,V223,0
2025-02-25,6:00,2025-02-25 06:00:00,21,2025-02-26 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,W,W223,0
2025-02-25,6:00,2025-02-25 06:00:00,22,2025-02-26 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,X,X223,0
2025-02-25,6:00,2025-02-25 06:00:00,23,2025-02-26 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,Y,Y223,0
2025-02-25,6:00,2025-02-25 06:00:00,24,2025-02-26 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,223,Z,Z223,0
2025-02-25,12:00,2025-02-25 12:00:00,1,2025-02-25 13:00:00,7856.1198,,from_verified_0h_block,附件3.xlsx,Sheet1,224,C,C224,7856.1198000000004
2025-02-25,12:00,2025-02-25 12:00:00,2,2025-02-25 14:00:00,6683.775,,from_verified_0h_block,附件3.xlsx,Sheet1,224,D,D224,6683.7749999999996
2025-02-25,12:00,2025-02-25 12:00:00,3,2025-02-25 15:00:00,4988.8272,,from_verified_0h_block,附件3.xlsx,Sheet1,224,E,E224,4988.8271999999997
2025-02-25,12:00,2025-02-25 12:00:00,4,2025-02-25 16:00:00,3130.164,,from_verified_0h_block,附件3.xlsx,Sheet1,224,F,F224,3130.1640000000002
2025-02-25,12:00,2025-02-25 12:00:00,5,2025-02-25 17:00:00,992.4984,,from_verified_0h_block,附件3.xlsx,Sheet1,224,G,G224,992.49839999999995
2025-02-25,12:00,2025-02-25 12:00:00,6,2025-02-25 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,H,H224,0
2025-02-25,12:00,2025-02-25 12:00:00,7,2025-02-25 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,I,I224,0
2025-02-25,12:00,2025-02-25 12:00:00,8,2025-02-25 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,J,J224,0
2025-02-25,12:00,2025-02-25 12:00:00,9,2025-02-25 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,K,K224,0
2025-02-25,12:00,2025-02-25 12:00:00,10,2025-02-25 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,L,L224,0
2025-02-25,12:00,2025-02-25 12:00:00,11,2025-02-25 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,M,M224,0
2025-02-25,12:00,2025-02-25 12:00:00,12,2025-02-26 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,N,N224,0
2025-02-25,12:00,2025-02-25 12:00:00,13,2025-02-26 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,O,O224,0
2025-02-25,12:00,2025-02-25 12:00:00,14,2025-02-26 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,P,P224,0
2025-02-25,12:00,2025-02-25 12:00:00,15,2025-02-26 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,Q,Q224,0
2025-02-25,12:00,2025-02-25 12:00:00,16,2025-02-26 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,R,R224,0
2025-02-25,12:00,2025-02-25 12:00:00,17,2025-02-26 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,S,S224,0
2025-02-25,12:00,2025-02-25 12:00:00,18,2025-02-26 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,224,T,T224,0
2025-02-25,12:00,2025-02-25 12:00:00,19,2025-02-26 07:00:00,1096.5633,,from_verified_0h_block,附件3.xlsx,Sheet1,224,U,U224,1096.5633
2025-02-25,12:00,2025-02-25 12:00:00,20,2025-02-26 08:00:00,2767.8588,,from_verified_0h_block,附件3.xlsx,Sheet1,224,V,V224,2767.8588
2025-02-25,12:00,2025-02-25 12:00:00,21,2025-02-26 09:00:00,5350.4625,,from_verified_0h_block,附件3.xlsx,Sheet1,224,W,W224,5350.4624999999996
2025-02-25,12:00,2025-02-25 12:00:00,22,2025-02-26 10:00:00,6989.775,,from_verified_0h_block,附件3.xlsx,Sheet1,224,X,X224,6989.7749999999996
2025-02-25,12:00,2025-02-25 12:00:00,23,2025-02-26 11:00:00,7750.0765,,from_verified_0h_block,附件3.xlsx,Sheet1,224,Y,Y224,7750.0765000000001
2025-02-25,12:00,2025-02-25 12:00:00,24,2025-02-26 12:00:00,8181.3341,,from_verified_0h_block,附件3.xlsx,Sheet1,224,Z,Z224,8181.3341
2025-02-25,18:00,2025-02-25 18:00:00,1,2025-02-25 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,C,C225,0
2025-02-25,18:00,2025-02-25 18:00:00,2,2025-02-25 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,D,D225,0
2025-02-25,18:00,2025-02-25 18:00:00,3,2025-02-25 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,E,E225,0
2025-02-25,18:00,2025-02-25 18:00:00,4,2025-02-25 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,F,F225,0
2025-02-25,18:00,2025-02-25 18:00:00,5,2025-02-25 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,G,G225,0
2025-02-25,18:00,2025-02-25 18:00:00,6,2025-02-26 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,H,H225,0
2025-02-25,18:00,2025-02-25 18:00:00,7,2025-02-26 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,I,I225,0
2025-02-25,18:00,2025-02-25 18:00:00,8,2025-02-26 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,J,J225,0
2025-02-25,18:00,2025-02-25 18:00:00,9,2025-02-26 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,K,K225,0
2025-02-25,18:00,2025-02-25 18:00:00,10,2025-02-26 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,L,L225,0
2025-02-25,18:00,2025-02-25 18:00:00,11,2025-02-26 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,M,M225,0
2025-02-25,18:00,2025-02-25 18:00:00,12,2025-02-26 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,N,N225,0
2025-02-25,18:00,2025-02-25 18:00:00,13,2025-02-26 07:00:00,1137.761,,from_verified_0h_block,附件3.xlsx,Sheet1,225,O,O225,1137.761
2025-02-25,18:00,2025-02-25 18:00:00,14,2025-02-26 08:00:00,3238.1731,,from_verified_0h_block,附件3.xlsx,Sheet1,225,P,P225,3238.1731
2025-02-25,18:00,2025-02-25 18:00:00,15,2025-02-26 09:00:00,4995.1685,,from_verified_0h_block,附件3.xlsx,Sheet1,225,Q,Q225,4995.1684999999998
2025-02-25,18:00,2025-02-25 18:00:00,16,2025-02-26 10:00:00,6389.7429,,from_verified_0h_block,附件3.xlsx,Sheet1,225,R,R225,6389.7429000000002
2025-02-25,18:00,2025-02-25 18:00:00,17,2025-02-26 11:00:00,6919.6111,,from_verified_0h_block,附件3.xlsx,Sheet1,225,S,S225,6919.6111000000001
2025-02-25,18:00,2025-02-25 18:00:00,18,2025-02-26 12:00:00,6505.2243,,from_verified_0h_block,附件3.xlsx,Sheet1,225,T,T225,6505.2242999999999
2025-02-25,18:00,2025-02-25 18:00:00,19,2025-02-26 13:00:00,7807.8864,,from_verified_0h_block,附件3.xlsx,Sheet1,225,U,U225,7807.8864000000003
2025-02-25,18:00,2025-02-25 18:00:00,20,2025-02-26 14:00:00,6683.775,,from_verified_0h_block,附件3.xlsx,Sheet1,225,V,V225,6683.7749999999996
2025-02-25,18:00,2025-02-25 18:00:00,21,2025-02-26 15:00:00,5270.8875,,from_verified_0h_block,附件3.xlsx,Sheet1,225,W,W225,5270.8874999999998
2025-02-25,18:00,2025-02-25 18:00:00,22,2025-02-26 16:00:00,3401.55,,from_verified_0h_block,附件3.xlsx,Sheet1,225,X,X225,3401.55
2025-02-25,18:00,2025-02-25 18:00:00,23,2025-02-26 17:00:00,1450.2,,from_verified_0h_block,附件3.xlsx,Sheet1,225,Y,Y225,1450.2
2025-02-25,18:00,2025-02-25 18:00:00,24,2025-02-26 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,225,Z,Z225,0
2025-02-26,0:00,2025-02-26 00:00:00,1,2025-02-26 01:00:00,0,2025-2-26,original_0h_date,附件3.xlsx,Sheet1,226,C,C226,0
2025-02-26,0:00,2025-02-26 00:00:00,2,2025-02-26 02:00:00,0,2025-2-26,original_0h_date,附件3.xlsx,Sheet1,226,D,D226,0
2025-02-26,0:00,2025-02-26 00:00:00,3,2025-02-26 03:00:00,0,2025-2-26,original_0h_date,附件3.xlsx,Sheet1,226,E,E226,0
2025-02-26,0:00,2025-02-26 00:00:00,4,2025-02-26 04:00:00,0,2025-2-26,original_0h_date,附件3.xlsx,Sheet1,226,F,F226,0
