date,slot_id,time_marker_normalized,load_kw,pv_actual_kw,load_source_cell,pv_source_cell
2025-02-20,16,2:40,3598.3153,0,Q52,Q52
2025-02-20,17,2:50,3682.0156,0,R52,R52
2025-02-20,18,3:00,3847.9,0,S52,S52
2025-02-20,19,3:10,3704.4248,0,T52,T52
2025-02-20,20,3:20,3473.5153,0,U52,U52
2025-02-20,21,3:30,3477.41,0,V52,V52
2025-02-20,22,3:40,3827.7004,0,W52,W52
2025-02-20,23,3:50,4048.6143,0,X52,X52
2025-02-20,24,4:00,4025.69,0,Y52,Y52
2025-02-20,25,4:10,4037.5473,0,Z52,Z52
2025-02-20,26,4:20,3922.4063,0,AA52,AA52
2025-02-20,27,4:30,3796.9,0,AB52,AB52
2025-02-20,28,4:40,3985.6115,0.002,AC52,AC52
2025-02-20,29,4:50,4088.1201,0,AD52,AD52
2025-02-20,30,5:00,3963.37,0,AE52,AE52
2025-02-20,31,5:10,3882.1701,0.0275,AF52,AF52
2025-02-20,32,5:20,3972.5419,0,AG52,AG52
2025-02-20,33,5:30,4083.97,0,AH52,AH52
2025-02-20,34,5:40,4028.024,0.3831,AI52,AI52
2025-02-20,35,5:50,4379.6647,0,AJ52,AJ52
2025-02-20,36,6:00,5071.23,0,AK52,AK52
2025-02-20,37,6:10,5360.1711,5.3359,AL52,AL52
2025-02-20,38,6:20,5163.6398,0,AM52,AM52
2025-02-20,39,6:30,4912.03,23.7375,AN52,AN52
2025-02-20,40,6:40,5111.6447,247.1705,AO52,AO52
2025-02-20,41,6:50,5244.1495,563.4787,AP52,AP52
2025-02-20,42,7:00,5173.85,885.825,AQ52,AQ52
2025-02-20,43,7:10,5279.386,1194.3894,AR52,AR52
2025-02-20,44,7:20,5425.6575,1476.7377,AS52,AS52
2025-02-20,45,7:30,5320,1739.55,AT52,AT52
2025-02-20,46,7:40,4991.238,2007.3052,AU52,AU52
2025-02-20,47,7:50,5747.2128,2302.1821,AV52,AV52
2025-02-20,48,8:00,7049.65,2610.375,AW52,AW52
2025-02-20,49,8:10,7003.5173,2909.7162,AX52,AX52
2025-02-20,50,8:20,6881.8762,3277.9639,AY52,AY52
2025-02-20,51,8:30,7196.52,3648.225,AZ52,AZ52
2025-02-20,52,8:40,7130.334,3884.1635,BA52,BA52
2025-02-20,53,8:50,6853.534,4236.8765,BB52,BB52
2025-02-20,54,9:00,6677.28,4717.8,BC52,BC52
2025-02-20,55,9:10,6737.1697,5074.7478,BD52,BD52
2025-02-20,56,9:20,6953.7632,5350.9606,BE52,BE52
2025-02-20,57,9:30,7066.38,5584.5,BF52,BF52
2025-02-20,58,9:40,6849.6688,5746.9701,BG52,BG52
2025-02-20,59,9:50,6714.8932,5872.7756,BH52,BH52
2025-02-20,60,10:00,6777.89,5958.7125,BI52,BI52
2025-02-20,61,10:10,6787.5292,5962.4871,BJ52,BJ52
2025-02-20,62,10:20,6838.7204,5906.7573,BK52,BK52
2025-02-20,63,10:30,6888.68,5931.9375,BL52,BL52
2025-02-20,64,10:40,6767.7308,6182.0363,BM52,BM52
2025-02-20,65,10:50,6702.2679,6421.792,BN52,BN52
2025-02-20,66,11:00,6719.66,6548.475,BO52,BO52
2025-02-20,67,11:10,6638.9938,6697.6248,BP52,BP52
2025-02-20,68,11:20,6638.7162,7031.3147,BQ52,BQ52
2025-02-20,69,11:30,6768.34,7426.65,BR52,BR52
2025-02-20,70,11:40,6858.0729,7539.824,BS52,BS52
2025-02-20,71,11:50,6756.4387,7312.9423,BT52,BT52
2025-02-20,72,12:00,6483.37,7062.975,BU52,BU52
2025-02-20,73,12:10,6218.4527,7198.1054,BV52,BV52
2025-02-20,74,12:20,6112.0372,7309.89,BW52,BW52
2025-02-20,75,12:30,6071.25,7222.8375,BX52,BX52
2025-02-20,76,12:40,5920.4723,7141.1468,BY52,BY52
2025-02-20,77,12:50,6062.7716,7033.4481,BZ52,BZ52
2025-02-20,78,13:00,6439.46,6970.725,CA52,CA52
2025-02-20,79,13:10,6534.765,7044.5809,CB52,CB52
2025-02-20,80,13:20,6438.9817,6801.1622,CC52,CC52
2025-02-20,81,13:30,6364.43,6476.7,CD52,CD52
2025-02-20,82,13:40,6416.4859,6746.259,CE52,CE52
2025-02-20,83,13:50,6425.1601,6773.8168,CF52,CF52
2025-02-20,84,14:00,6326.57,6398.325,CG52,CG52
2025-02-20,85,14:10,6211.7777,6277.7501,CH52,CH52
2025-02-20,86,14:20,6098.9379,6118.1362,CI52,CI52
2025-02-20,87,14:30,6111.59,5817.3375,CJ52,CJ52
2025-02-20,88,14:40,6348.0356,5611.7099,CK52,CK52
2025-02-20,89,14:50,6333.0961,5334.6187,CL52,CL52
2025-02-20,90,15:00,6120.01,4914.9375,CM52,CM52
2025-02-20,91,15:10,6217.3778,4499.0898,CN52,CN52
2025-02-20,92,15:20,6280.7408,4285.7646,CO52,CO52
2025-02-20,93,15:30,6158.02,4177.2375,CP52,CP52
2025-02-20,94,15:40,6067.8847,3869.5308,CQ52,CQ52
2025-02-20,95,15:50,6056.8973,3458.5726,CR52,CR52
2025-02-20,96,16:00,6057.4,3049.05,CS52,CS52
2025-02-20,97,16:10,5990.0898,2648.4571,CT52,CT52
2025-02-20,98,16:20,5987.9868,2253.9786,CU52,CU52
2025-02-20,99,16:30,6062.46,1863.225,CV52,CV52
2025-02-20,100,16:40,6086.6729,1476.0336,CW52,CW52
2025-02-20,101,16:50,6083.6779,1094.4963,CX52,CX52
2025-02-20,102,17:00,6135.32,748.5375,CY52,CY52
2025-02-20,103,17:10,6264.6713,472.6098,CZ52,CZ52
2025-02-20,104,17:20,6203.5837,215.2257,DA52,DA52
2025-02-20,105,17:30,6098.67,19.35,DB52,DB52
2025-02-20,106,17:40,6222.6382,0,DC52,DC52
2025-02-20,107,17:50,5480.5945,4.9818,DD52,DD52
2025-02-20,108,18:00,4230.65,0,DE52,DE52
2025-02-20,109,18:10,4070.8836,0,DF52,DF52
2025-02-20,110,18:20,4382.4779,0.3577,DG52,DG52
2025-02-20,111,18:30,4525.29,0,DH52,DH52
2025-02-20,112,18:40,4448.0842,0,DI52,DI52
2025-02-20,113,18:50,4247.7695,0.0257,DJ52,DJ52
2025-02-20,114,19:00,4126.05,0,DK52,DK52
2025-02-20,115,19:10,4239.7053,0,DL52,DL52
2025-02-20,116,19:20,4287.0288,0.0018,DM52,DM52
2025-02-20,117,19:30,4227.12,0,DN52,DN52
2025-02-20,118,19:40,4281.2262,0,DO52,DO52
2025-02-20,119,19:50,4232.6842,0,DP52,DP52
2025-02-20,120,20:00,4171.04,0,DQ52,DQ52
2025-02-20,121,20:10,4411.179,0,DR52,DR52
2025-02-20,122,20:20,4512.2923,0,DS52,DS52
2025-02-20,123,20:30,4345.84,0,DT52,DT52
2025-02-20,124,20:40,4237.3777,0,DU52,DU52
2025-02-20,125,20:50,4300.238,0,DV52,DV52
2025-02-20,126,21:00,4466.73,0,DW52,DW52
2025-02-20,127,21:10,4549.2809,0,DX52,DX52
2025-02-20,128,21:20,4388.5822,0,DY52,DY52
2025-02-20,129,21:30,4246.69,0,DZ52,DZ52
2025-02-20,130,21:40,4458.3054,0,EA52,EA52
2025-02-20,131,21:50,4061.7401,0,EB52,EB52
2025-02-20,132,22:00,3241.87,0,EC52,EC52
2025-02-20,133,22:10,3206.9612,0,ED52,ED52
2025-02-20,134,22:20,3384.5908,0,EE52,EE52
2025-02-20,135,22:30,3344.93,0,EF52,EF52
2025-02-20,136,22:40,3269.3408,0,EG52,EG52
2025-02-20,137,22:50,3355.9122,0,EH52,EH52
2025-02-20,138,23:00,3524.35,0,EI52,EI52
2025-02-20,139,23:10,3506.7905,0,EJ52,EJ52
2025-02-20,140,23:20,3387.508,0,EK52,EK52
2025-02-20,141,23:30,3312.4,0,EL52,EL52
2025-02-20,142,23:40,3296.5461,0,EM52,EM52
2025-02-20,143,23:50,2976.1418,0,EN52,EN52
2025-02-20,144,0:00+1,2498.4,0,EO52,EO52
2025-02-21,1,0:10,2404.3697,0,B53,B53
2025-02-21,2,0:20,2406.5763,0,C53,C53
2025-02-21,3,0:30,2408.53,0,D53,D53
2025-02-21,4,0:40,2606.2237,0,E53,E53
2025-02-21,5,0:50,2754.444,0,F53,F53
2025-02-21,6,1:00,2673.75,0,G53,G53
2025-02-21,7,1:10,2455.302,0,H53,H53
2025-02-21,8,1:20,2521.5309,0,I53,I53
2025-02-21,9,1:30,2714.97,0,J53,J53
2025-02-21,10,1:40,2517.6478,0,K53,K53
2025-02-21,11,1:50,2572.2155,0,L53,L53
2025-02-21,12,2:00,2902.32,0,M53,M53
2025-02-21,13,2:10,2866.8569,0,N53,N53
2025-02-21,14,2:20,2810.9403,0,O53,O53
2025-02-21,15,2:30,2870.89,0,P53,P53
2025-02-21,16,2:40,2816.0837,0,Q53,Q53
2025-02-21,17,2:50,2797.8571,0,R53,R53
2025-02-21,18,3:00,2796.24,0,S53,S53
2025-02-21,19,3:10,2650.1249,0,T53,T53
2025-02-21,20,3:20,2698.7717,0,U53,U53
2025-02-21,21,3:30,2892.59,0,V53,V53
2025-02-21,22,3:40,2848.5039,0,W53,W53
2025-02-21,23,3:50,2894.0586,0,X53,X53
2025-02-21,24,4:00,3013.38,0,Y53,Y53
2025-02-21,25,4:10,2870.754,0,Z53,Z53
2025-02-21,26,4:20,2925.2862,0,AA53,AA53
2025-02-21,27,4:30,3093.45,0,AB53,AB53
2025-02-21,28,4:40,2847.3578,0.0015,AC53,AC53
2025-02-21,29,4:50,2829.5625,0,AD53,AD53
2025-02-21,30,5:00,3059.43,0,AE53,AE53
2025-02-21,31,5:10,2923.1631,0.021,AF53,AF53
2025-02-21,32,5:20,2939.9741,0,AG53,AG53
2025-02-21,33,5:30,3231.66,0,AH53,AH53
2025-02-21,34,5:40,3334.4986,0.2921,AI53,AI53
2025-02-21,35,5:50,3210.228,0,AJ53,AJ53
2025-02-21,36,6:00,3031.18,0,AK53,AK53
2025-02-21,37,6:10,2982.9885,4.0682,AL53,AL53
2025-02-21,38,6:20,2929.0392,0,AM53,AM53
2025-02-21,39,6:30,2903.48,39,AN53,AN53
2025-02-21,40,6:40,3109.1773,267.5189,AO53,AO53
2025-02-21,41,6:50,3416.706,556.7771,AP53,AP53
2025-02-21,42,7:00,3664.99,849,AQ53,AQ53
2025-02-21,43,7:10,3774.7493,1182.9292,AR53,AR53
2025-02-21,44,7:20,3778.6648,1493.6038,AS53,AS53
2025-02-21,45,7:30,3772.28,1764.525,AT53,AT53
2025-02-21,46,7:40,3814.3541,2045.7535,AU53,AU53
2025-02-21,47,7:50,3689.8247,2350.0612,AV53,AV53
2025-02-21,48,8:00,3460.32,2667.3375,AW53,AW53
2025-02-21,49,8:10,3429.984,2969.2216,AX53,AX53
2025-02-21,50,8:20,3492.9685,3210.959,AY53,AY53
2025-02-21,51,8:30,3484.65,3473.4,AZ53,AZ53
2025-02-21,52,8:40,3408.8824,3876.6658,BA53,BA53
2025-02-21,53,8:50,3721.4574,4193.0497,BB53,BB53
2025-02-21,54,9:00,4265.02,4410,BC53,BC53
2025-02-21,55,9:10,4384.8008,4759.29,BD53,BD53
2025-02-21,56,9:20,4326.9616,5230.1095,BE53,BE53
2025-02-21,57,9:30,4301.37,5617.05,BF53,BF53
2025-02-21,58,9:40,4264.7827,5706.4996,BG53,BG53
2025-02-21,59,9:50,4238.1086,5763.2829,BH53,BH53
2025-02-21,60,10:00,4229.24,5918.1,BI53,BI53
2025-02-21,61,10:10,4189.0811,6084.5039,BJ53,BJ53
2025-02-21,62,10:20,3984.7821,6321.4568,BK53,BK53
2025-02-21,63,10:30,3829.89,6575.1,BL53,BL53
2025-02-21,64,10:40,4084.2945,6696.4825,BM53,BM53
2025-02-21,65,10:50,4247.4185,6763.902,BN53,BN53
2025-02-21,66,11:00,4102.2,6907.5375,BO53,BO53
2025-02-21,67,11:10,3915.7971,7181.469,BP53,BP53
2025-02-21,68,11:20,3873.6406,7369.7212,BQ53,BQ53
2025-02-21,69,11:30,3954.42,7369.425,BR53,BR53
2025-02-21,70,11:40,3996.7253,7276.7334,BS53,BS53
2025-02-21,71,11:50,4000.773,7255.2616,BT53,BT53
2025-02-21,72,12:00,3983.75,7337.0625,BU53,BU53
2025-02-21,73,12:10,3927.8339,7428.7878,BV53,BV53
2025-02-21,74,12:20,3784.6519,7515.7143,BW53,BW53
2025-02-21,75,12:30,3675.82,7478.2875,BX53,BX53
2025-02-21,76,12:40,3773.0324,7215.4083,BY53,BY53
2025-02-21,77,12:50,3756.7304,7175.4916,BZ53,BZ53
2025-02-21,78,13:00,3588.03,7292.8875,CA53,CA53
2025-02-21,79,13:10,3574.7625,7074.1368,CB53,CB53
2025-02-21,80,13:20,3780.1759,6902.4912,CC53,CC53
2025-02-21,81,13:30,3981.31,6855.975,CD53,CD53
2025-02-21,82,13:40,3880.3715,6610.9253,CE53,CE53
2025-02-21,83,13:50,3749.654,6355.7803,CF53,CF53
2025-02-21,84,14:00,3710.42,6242.9625,CG53,CG53
2025-02-21,85,14:10,3622.1565,6198.4891,CH53,CH53
2025-02-21,86,14:20,3485.2824,5938.2944,CI53,CI53
2025-02-21,87,14:30,3432.52,5491.8,CJ53,CJ53
2025-02-21,88,14:40,3580.6593,5161.1716,CK53,CK53
2025-02-21,89,14:50,3625.7442,4886.8922,CL53,CL53
2025-02-21,90,15:00,3572.9,4603.875,CM53,CM53
2025-02-21,91,15:10,3678.3404,4344.359,CN53,CN53
2025-02-21,92,15:20,3567.7885,4167.808,CO53,CO53
2025-02-21,93,15:30,3304.23,3987.75,CP53,CP53
2025-02-21,94,15:40,3361.7347,3647.4879,CQ53,CQ53
2025-02-21,95,15:50,3473.2312,3307.2199,CR53,CR53
2025-02-21,96,16:00,3460.09,2997.225,CS53,CS53
2025-02-21,97,16:10,3399.5129,2594.5382,CT53,CT53
2025-02-21,98,16:20,3279.9769,2201.539,CU53,CU53
2025-02-21,99,16:30,3274.19,1867.2375,CV53,CV53
2025-02-21,100,16:40,3529.2927,1538.2765,CW53,CW53
2025-02-21,101,16:50,3300.1235,1200.397,CX53,CX53
2025-02-21,102,17:00,2706.67,861.2625,CY53,CY53
2025-02-21,103,17:10,2624.7694,537.6432,CZ53,CZ53
2025-02-21,104,17:20,2619.9382,241.4042,DA53,DA53
2025-02-21,105,17:30,2563.99,36.225,DB53,DB53
2025-02-21,106,17:40,2788.4988,0,DC53,DC53
2025-02-21,107,17:50,2900.9766,3.2712,DD53,DD53
2025-02-21,108,18:00,2783.61,0,DE53,DE53
2025-02-21,109,18:10,2727.2217,0,DF53,DF53
2025-02-21,110,18:20,2795.7426,0.2349,DG53,DG53
2025-02-21,111,18:30,2757.25,0,DH53,DH53
2025-02-21,112,18:40,2395.0547,0,DI53,DI53
2025-02-21,113,18:50,2441.8696,0.0169,DJ53,DJ53
2025-02-21,114,19:00,2784.93,0,DK53,DK53
2025-02-21,115,19:10,2609.754,0,DL53,DL53
2025-02-21,116,19:20,2594.7869,0.0012,DM53,DM53
2025-02-21,117,19:30,2852.56,0,DN53,DN53
2025-02-21,118,19:40,2768.6161,0,DO53,DO53
2025-02-21,119,19:50,2611.7796,0,DP53,DP53
2025-02-21,120,20:00,2585.08,0,DQ53,DQ53
2025-02-21,121,20:10,2608.5672,0,DR53,DR53
2025-02-21,122,20:20,2656.6597,0,DS53,DS53
2025-02-21,123,20:30,2675.66,0,DT53,DT53
2025-02-21,124,20:40,2627.04,0,DU53,DU53
2025-02-21,125,20:50,2701.1707,0,DV53,DV53
2025-02-21,126,21:00,2880.68,0,DW53,DW53
2025-02-21,127,21:10,2934.2368,0,DX53,DX53
2025-02-21,128,21:20,2840.602,0,DY53,DY53
2025-02-21,129,21:30,2726.76,0,DZ53,DZ53
2025-02-21,130,21:40,2728.4331,0,EA53,EA53
2025-02-21,131,21:50,2654.6855,0,EB53,EB53
2025-02-21,132,22:00,2448.62,0,EC53,EC53
2025-02-21,133,22:10,2259.8063,0,ED53,ED53
2025-02-21,134,22:20,2193.9544,0,EE53,EE53
2025-02-21,135,22:30,2278.86,0,EF53,EF53
2025-02-21,136,22:40,2443.6162,0,EG53,EG53
2025-02-21,137,22:50,2492.2416,0,EH53,EH53
2025-02-21,138,23:00,2459.05,0,EI53,EI53
2025-02-21,139,23:10,2525.0152,0,EJ53,EJ53
2025-02-21,140,23:20,2434.5253,0,EK53,EK53
2025-02-21,141,23:30,2279.26,0,EL53,EL53
2025-02-21,142,23:40,2444.3866,0,EM53,EM53
2025-02-21,143,23:50,2657.9443,0,EN53,EN53
2025-02-21,144,0:00+1,2618.28,0,EO53,EO53
2025-02-22,1,0:10,2306.8268,0,B54,B54
2025-02-22,2,0:20,2251.2662,0,C54,C54
2025-02-22,3,0:30,2487.51,0,D54,D54
2025-02-22,4,0:40,2568.431,0,E54,E54
2025-02-22,5,0:50,2612.9758,0,F54,F54
2025-02-22,6,1:00,2684.72,0,G54,G54
2025-02-22,7,1:10,2681.1259,0,H54,H54
2025-02-22,8,1:20,2646.8473,0,I54,I54
2025-02-22,9,1:30,2586.76,0,J54,J54
2025-02-22,10,1:40,2495.8782,0,K54,K54
2025-02-22,11,1:50,2626.5445,0,L54,L54
2025-02-22,12,2:00,2875.71,0,M54,M54
2025-02-22,13,2:10,2857.4855,0,N54,N54
2025-02-22,14,2:20,2731.6974,0,O54,O54
2025-02-22,15,2:30,2679.07,0,P54,P54
2025-02-22,16,2:40,2731.3889,0,Q54,Q54
2025-02-22,17,2:50,2808.1772,0,R54,R54
2025-02-22,18,3:00,2867.79,0,S54,S54
2025-02-22,19,3:10,2928.7544,0,T54,T54
2025-02-22,20,3:20,2987.0089,0,U54,U54
2025-02-22,21,3:30,3010.07,0,V54,V54
2025-02-22,22,3:40,2973.9131,0,W54,W54
2025-02-22,23,3:50,2971.4204,0,X54,X54
2025-02-22,24,4:00,3007.83,0,Y54,Y54
2025-02-22,25,4:10,2991.3709,0,Z54,Z54
2025-02-22,26,4:20,2913.2318,0,AA54,AA54
2025-02-22,27,4:30,2844.51,0,AB54,AB54
2025-02-22,28,4:40,2868.0256,0,AC54,AC54
2025-02-22,29,4:50,2888.5193,0,AD54,AD54
2025-02-22,30,5:00,2914.71,0,AE54,AE54
2025-02-22,31,5:10,3040.3813,0.0116,AF54,AF54
2025-02-22,32,5:20,3109.5499,0,AG54,AG54
2025-02-22,33,5:30,3050.24,0,AH54,AH54
2025-02-22,34,5:40,2965.2171,0.1612,AI54,AI54
2025-02-22,35,5:50,3049.0916,0,AJ54,AJ54
2025-02-22,36,6:00,3181.83,0,AK54,AK54
2025-02-22,37,6:10,3073.3225,2.2448,AL54,AL54
2025-02-22,38,6:20,3073.0293,0,AM54,AM54
2025-02-22,39,6:30,3147.14,60.7125,AN54,AN54
2025-02-22,40,6:40,2964.6211,303.7986,AO54,AO54
2025-02-22,41,6:50,3151.7632,604.9859,AP54,AP54
2025-02-22,42,7:00,3642.81,898.0125,AQ54,AQ54
2025-02-22,43,7:10,3691.0592,1212.8148,AR54,AR54
2025-02-22,44,7:20,3562.5983,1514.6147,AS54,AS54
2025-02-22,45,7:30,3491.86,1814.625,AT54,AT54
2025-02-22,46,7:40,3437.8085,2157.8016,AU54,AU54
2025-02-22,47,7:50,3436.6766,2473.685,AV54,AV54
2025-02-22,48,8:00,3513.77,2736.45,AW54,AW54
2025-02-22,49,8:10,3630.6631,3007.6336,AX54,AX54
2025-02-22,50,8:20,3633.8989,3392.3578,AY54,AY54
2025-02-22,51,8:30,3476.78,3798.1875,AZ54,AZ54
2025-02-22,52,8:40,3312.6478,4017.1783,BA54,BA54
2025-02-22,53,8:50,3530.4636,4203.1024,BB54,BB54
2025-02-22,54,9:00,4032.02,4447.725,BC54,BC54
2025-02-22,55,9:10,4290.5426,4684.7518,BD54,BD54
2025-02-22,56,9:20,4251.108,4839.9424,BE54,BE54
2025-02-22,57,9:30,4159.45,4962.1125,BF54,BF54
2025-02-22,58,9:40,4273.2092,5190.4247,BG54,BG54
2025-02-22,59,9:50,4216.9433,5526.1121,BH54,BH54
2025-02-22,60,10:00,4049.49,5799.2625,BI54,BI54
2025-02-22,61,10:10,4213.9211,5839.2651,BJ54,BJ54
2025-02-22,62,10:20,4331.9968,5994.9118,BK54,BK54
2025-02-22,63,10:30,4262.27,6313.35,BL54,BL54
2025-02-22,64,10:40,4212.9008,6488.4878,BM54,BM54
2025-02-22,65,10:50,4010.3922,6537.6626,BN54,BN54
2025-02-22,66,11:00,3711.49,6665.25,BO54,BO54
2025-02-22,67,11:10,3654.7787,7026.8904,BP54,BP54
2025-02-22,68,11:20,3966.4034,7196.6991,BQ54,BQ54
2025-02-22,69,11:30,4318.92,7036.9875,BR54,BR54
2025-02-22,70,11:40,4196.4501,6838.4627,BS54,BS54
2025-02-22,71,11:50,3908.9368,6850.6826,BT54,BT54
2025-02-22,72,12:00,3799.08,6945,BU54,BU54
2025-02-22,73,12:10,3918.0004,6816.8238,BV54,BV54
2025-02-22,74,12:20,3883.866,6881.5181,BW54,BW54
2025-02-22,75,12:30,3689.21,7082.5125,BX54,BX54
2025-02-22,76,12:40,3674.0128,6920.2875,BY54,BY54
2025-02-22,77,12:50,3656.6362,6728.7622,BZ54,BZ54
2025-02-22,78,13:00,3574.15,6638.4,CA54,CA54
2025-02-22,79,13:10,3584.0084,6452.1264,CB54,CB54
2025-02-22,80,13:20,3702.6515,6327.6482,CC54,CC54
2025-02-22,81,13:30,3795.24,6262.125,CD54,CD54
2025-02-22,82,13:40,3712.5159,6084.4275,CE54,CE54
2025-02-22,83,13:50,3686.5594,5954.7493,CF54,CF54
2025-02-22,84,14:00,3729.58,5870.625,CG54,CG54
2025-02-22,85,14:10,3645.3316,5658.1833,CH54,CH54
2025-02-22,86,14:20,3653.4195,5443.5458,CI54,CI54
2025-02-22,87,14:30,3714.07,5259.9375,CJ54,CJ54
2025-02-22,88,14:40,3555.7874,4997.4813,CK54,CK54
2025-02-22,89,14:50,3434.097,4659.4398,CL54,CL54
2025-02-22,90,15:00,3436.18,4348.7625,CM54,CM54
2025-02-22,91,15:10,3416.1112,4172.6309,CN54,CN54
2025-02-22,92,15:20,3497.9179,3982.4801,CO54,CO54
2025-02-22,93,15:30,3554.72,3688.575,CP54,CP54
2025-02-22,94,15:40,3331.9894,3326.5139,CQ54,CQ54
2025-02-22,95,15:50,3320.4866,2940.3343,CR54,CR54
2025-02-22,96,16:00,3493.97,2602.7625,CS54,CS54
2025-02-22,97,16:10,3339.0244,2371.0611,CT54,CT54
2025-02-22,98,16:20,3205.6037,2132.3804,CU54,CU54
2025-02-22,99,16:30,3317.5,1810.425,CV54,CV54
2025-02-22,100,16:40,3464.9134,1430.8447,CW54,CW54
2025-02-22,101,16:50,3141.0025,1104.1204,CX54,CX54
2025-02-22,102,17:00,2638.44,838.425,CY54,CY54
2025-02-22,103,17:10,2751.8271,547.1112,CZ54,CZ54
2025-02-22,104,17:20,2840.2896,256.0801,DA54,DA54
2025-02-22,105,17:30,2725.62,49.35,DB54,DB54
2025-02-22,106,17:40,2868.6897,0,DC54,DC54
2025-02-22,107,17:50,2976.121,1.9199,DD54,DD54
2025-02-22,108,18:00,2871.2,0,DE54,DE54
2025-02-22,109,18:10,2686.4511,0,DF54,DF54
2025-02-22,110,18:20,2532.9818,0.1378,DG54,DG54
2025-02-22,111,18:30,2491.85,0,DH54,DH54
2025-02-22,112,18:40,2575.0029,0,DI54,DI54
2025-02-22,113,18:50,2612.0393,0.0099,DJ54,DJ54
2025-02-22,114,19:00,2594.9,0,DK54,DK54
2025-02-22,115,19:10,2663.0409,0,DL54,DL54
2025-02-22,116,19:20,2722.5464,0,DM54,DM54
2025-02-22,117,19:30,2786.08,0,DN54,DN54
2025-02-22,118,19:40,2933.673,0,DO54,DO54
2025-02-22,119,19:50,2867.4709,0,DP54,DP54
2025-02-22,120,20:00,2681.57,0,DQ54,DQ54
2025-02-22,121,20:10,2762.0736,0,DR54,DR54
2025-02-22,122,20:20,2736.2164,0,DS54,DS54
2025-02-22,123,20:30,2630.86,0,DT54,DT54
2025-02-22,124,20:40,2835.8186,0,DU54,DU54
2025-02-22,125,20:50,2843.6919,0,DV54,DV54
2025-02-22,126,21:00,2594.5,0,DW54,DW54
2025-02-22,127,21:10,2574.8078,0,DX54,DX54
2025-02-22,128,21:20,2743.7729,0,DY54,DY54
2025-02-22,129,21:30,2908.79,0,DZ54,DZ54
2025-02-22,130,21:40,2904.7817,0,EA54,EA54
2025-02-22,131,21:50,2728.8044,0,EB54,EB54
2025-02-22,132,22:00,2468.49,0,EC54,EC54
2025-02-22,133,22:10,2268.5689,0,ED54,ED54
2025-02-22,134,22:20,2287.6979,0,EE54,EE54
2025-02-22,135,22:30,2349.73,0,EF54,EF54
2025-02-22,136,22:40,2154.921,0,EG54,EG54
2025-02-22,137,22:50,2225.7868,0,EH54,EH54
2025-02-22,138,23:00,2513.82,0,EI54,EI54
2025-02-22,139,23:10,2431.3847,0,EJ54,EJ54
2025-02-22,140,23:20,2335.0965,0,EK54,EK54
2025-02-22,141,23:30,2361.35,0,EL54,EL54
2025-02-22,142,23:40,2353.2333,0,EM54,EM54
2025-02-22,143,23:50,2802.0442,0,EN54,EN54
2025-02-22,144,0:00+1,3501.77,0,EO54,EO54
2025-02-23,1,0:10,3653.2341,0,B55,B55
2025-02-23,2,0:20,3532.2424,0,C55,C55
2025-02-23,3,0:30,3459.66,0,D55,D55
2025-02-23,4,0:40,3473.299,0,E55,E55
2025-02-23,5,0:50,3422.0792,0,F55,F55
2025-02-23,6,1:00,3350.9,0,G55,G55
2025-02-23,7,1:10,3457.2413,0,H55,H55
2025-02-23,8,1:20,3592.289,0,I55,I55
2025-02-23,9,1:30,3653.18,0,J55,J55
2025-02-23,10,1:40,3659.552,0,K55,K55
2025-02-23,11,1:50,3585.2763,0,L55,L55
2025-02-23,12,2:00,3502.88,0,M55,M55
2025-02-23,13,2:10,3549.4666,0,N55,N55
2025-02-23,14,2:20,3673.132,0,O55,O55
2025-02-23,15,2:30,3751.14,0,P55,P55
2025-02-23,16,2:40,3684.8701,0,Q55,Q55
2025-02-23,17,2:50,3564.2261,0,R55,R55
2025-02-23,18,3:00,3586.63,0,S55,S55
2025-02-23,19,3:10,3864.6728,0,T55,T55
2025-02-23,20,3:20,3953.4737,0,U55,U55
2025-02-23,21,3:30,3778.13,0,V55,V55
2025-02-23,22,3:40,3693.1107,0,W55,W55
2025-02-23,23,3:50,3728.627,0,X55,X55
2025-02-23,24,4:00,3789.18,0,Y55,Y55
2025-02-23,25,4:10,3784.28,0,Z55,Z55
2025-02-23,26,4:20,3798.6426,0,AA55,AA55
2025-02-23,27,4:30,3938.56,0,AB55,AB55
2025-02-23,28,4:40,4172.0991,0,AC55,AC55
2025-02-23,29,4:50,4039.2024,0,AD55,AD55
2025-02-23,30,5:00,3750.28,0,AE55,AE55
2025-02-23,31,5:10,3998.8203,0.0045,AF55,AF55
2025-02-23,32,5:20,4314.3401,0,AG55,AG55
2025-02-23,33,5:30,4216.02,0,AH55,AH55
2025-02-23,34,5:40,3799.5495,0.0627,AI55,AI55
2025-02-23,35,5:50,4233.84,0,AJ55,AJ55
2025-02-23,36,6:00,5223.52,0,AK55,AK55
2025-02-23,37,6:10,5283.915,0.8736,AL55,AL55
2025-02-23,38,6:20,5060.7204,0.3058,AM55,AM55
2025-02-23,39,6:30,5067.34,67.875,AN55,AN55
2025-02-23,40,6:40,5138.9405,295.0933,AO55,AO55
2025-02-23,41,6:50,5138.5733,575.6469,AP55,AP55
2025-02-23,42,7:00,5063.84,842.1375,AQ55,AQ55
2025-02-23,43,7:10,5021.3723,1117.2789,AR55,AR55
2025-02-23,44,7:20,5068.1241,1425.1708,AS55,AS55
