issue_hour,forecast_slot,delivery_day_offset,delivery_slot_id,physical_start,physical_end,left_forecast_node_hour,right_forecast_node_hour,right_node_weight_for_interval_average,energy_multiplier_hours,left_node_source,is_current_day_contract
12,53,0,125,20:40,20:50,8,9,3/4,1/6,同一发行的小时预报,True
12,54,0,126,20:50,21:00,8,9,11/12,1/6,同一发行的小时预报,True
12,55,0,127,21:00,21:10,9,10,1/12,1/6,同一发行的小时预报,True
12,56,0,128,21:10,21:20,9,10,1/4,1/6,同一发行的小时预报,True
12,57,0,129,21:20,21:30,9,10,5/12,1/6,同一发行的小时预报,True
12,58,0,130,21:30,21:40,9,10,7/12,1/6,同一发行的小时预报,True
12,59,0,131,21:40,21:50,9,10,3/4,1/6,同一发行的小时预报,True
12,60,0,132,21:50,22:00,9,10,11/12,1/6,同一发行的小时预报,True
12,61,0,133,22:00,22:10,10,11,1/12,1/6,同一发行的小时预报,True
12,62,0,134,22:10,22:20,10,11,1/4,1/6,同一发行的小时预报,True
12,63,0,135,22:20,22:30,10,11,5/12,1/6,同一发行的小时预报,True
12,64,0,136,22:30,22:40,10,11,7/12,1/6,同一发行的小时预报,True
12,65,0,137,22:40,22:50,10,11,3/4,1/6,同一发行的小时预报,True
12,66,0,138,22:50,23:00,10,11,11/12,1/6,同一发行的小时预报,True
12,67,0,139,23:00,23:10,11,12,1/12,1/6,同一发行的小时预报,True
12,68,0,140,23:10,23:20,11,12,1/4,1/6,同一发行的小时预报,True
12,69,0,141,23:20,23:30,11,12,5/12,1/6,同一发行的小时预报,True
12,70,0,142,23:30,23:40,11,12,7/12,1/6,同一发行的小时预报,True
12,71,0,143,23:40,23:50,11,12,3/4,1/6,同一发行的小时预报,True
12,72,0,144,23:50,24:00,11,12,11/12,1/6,同一发行的小时预报,True
12,73,1,1,0:00,0:10,12,13,1/12,1/6,同一发行的小时预报,False
12,74,1,2,0:10,0:20,12,13,1/4,1/6,同一发行的小时预报,False
12,75,1,3,0:20,0:30,12,13,5/12,1/6,同一发行的小时预报,False
12,76,1,4,0:30,0:40,12,13,7/12,1/6,同一发行的小时预报,False
12,77,1,5,0:40,0:50,12,13,3/4,1/6,同一发行的小时预报,False
12,78,1,6,0:50,1:00,12,13,11/12,1/6,同一发行的小时预报,False
12,79,1,7,1:00,1:10,13,14,1/12,1/6,同一发行的小时预报,False
12,80,1,8,1:10,1:20,13,14,1/4,1/6,同一发行的小时预报,False
12,81,1,9,1:20,1:30,13,14,5/12,1/6,同一发行的小时预报,False
12,82,1,10,1:30,1:40,13,14,7/12,1/6,同一发行的小时预报,False
12,83,1,11,1:40,1:50,13,14,3/4,1/6,同一发行的小时预报,False
12,84,1,12,1:50,2:00,13,14,11/12,1/6,同一发行的小时预报,False
12,85,1,13,2:00,2:10,14,15,1/12,1/6,同一发行的小时预报,False
12,86,1,14,2:10,2:20,14,15,1/4,1/6,同一发行的小时预报,False
12,87,1,15,2:20,2:30,14,15,5/12,1/6,同一发行的小时预报,False
12,88,1,16,2:30,2:40,14,15,7/12,1/6,同一发行的小时预报,False
12,89,1,17,2:40,2:50,14,15,3/4,1/6,同一发行的小时预报,False
12,90,1,18,2:50,3:00,14,15,11/12,1/6,同一发行的小时预报,False
12,91,1,19,3:00,3:10,15,16,1/12,1/6,同一发行的小时预报,False
12,92,1,20,3:10,3:20,15,16,1/4,1/6,同一发行的小时预报,False
12,93,1,21,3:20,3:30,15,16,5/12,1/6,同一发行的小时预报,False
12,94,1,22,3:30,3:40,15,16,7/12,1/6,同一发行的小时预报,False
12,95,1,23,3:40,3:50,15,16,3/4,1/6,同一发行的小时预报,False
12,96,1,24,3:50,4:00,15,16,11/12,1/6,同一发行的小时预报,False
12,97,1,25,4:00,4:10,16,17,1/12,1/6,同一发行的小时预报,False
12,98,1,26,4:10,4:20,16,17,1/4,1/6,同一发行的小时预报,False
12,99,1,27,4:20,4:30,16,17,5/12,1/6,同一发行的小时预报,False
12,100,1,28,4:30,4:40,16,17,7/12,1/6,同一发行的小时预报,False
12,101,1,29,4:40,4:50,16,17,3/4,1/6,同一发行的小时预报,False
12,102,1,30,4:50,5:00,16,17,11/12,1/6,同一发行的小时预报,False
12,103,1,31,5:00,5:10,17,18,1/12,1/6,同一发行的小时预报,False
12,104,1,32,5:10,5:20,17,18,1/4,1/6,同一发行的小时预报,False
12,105,1,33,5:20,5:30,17,18,5/12,1/6,同一发行的小时预报,False
12,106,1,34,5:30,5:40,17,18,7/12,1/6,同一发行的小时预报,False
12,107,1,35,5:40,5:50,17,18,3/4,1/6,同一发行的小时预报,False
12,108,1,36,5:50,6:00,17,18,11/12,1/6,同一发行的小时预报,False
12,109,1,37,6:00,6:10,18,19,1/12,1/6,同一发行的小时预报,False
12,110,1,38,6:10,6:20,18,19,1/4,1/6,同一发行的小时预报,False
12,111,1,39,6:20,6:30,18,19,5/12,1/6,同一发行的小时预报,False
12,112,1,40,6:30,6:40,18,19,7/12,1/6,同一发行的小时预报,False
12,113,1,41,6:40,6:50,18,19,3/4,1/6,同一发行的小时预报,False
12,114,1,42,6:50,7:00,18,19,11/12,1/6,同一发行的小时预报,False
12,115,1,43,7:00,7:10,19,20,1/12,1/6,同一发行的小时预报,False
12,116,1,44,7:10,7:20,19,20,1/4,1/6,同一发行的小时预报,False
12,117,1,45,7:20,7:30,19,20,5/12,1/6,同一发行的小时预报,False
12,118,1,46,7:30,7:40,19,20,7/12,1/6,同一发行的小时预报,False
12,119,1,47,7:40,7:50,19,20,3/4,1/6,同一发行的小时预报,False
12,120,1,48,7:50,8:00,19,20,11/12,1/6,同一发行的小时预报,False
12,121,1,49,8:00,8:10,20,21,1/12,1/6,同一发行的小时预报,False
12,122,1,50,8:10,8:20,20,21,1/4,1/6,同一发行的小时预报,False
12,123,1,51,8:20,8:30,20,21,5/12,1/6,同一发行的小时预报,False
12,124,1,52,8:30,8:40,20,21,7/12,1/6,同一发行的小时预报,False
12,125,1,53,8:40,8:50,20,21,3/4,1/6,同一发行的小时预报,False
12,126,1,54,8:50,9:00,20,21,11/12,1/6,同一发行的小时预报,False
12,127,1,55,9:00,9:10,21,22,1/12,1/6,同一发行的小时预报,False
12,128,1,56,9:10,9:20,21,22,1/4,1/6,同一发行的小时预报,False
12,129,1,57,9:20,9:30,21,22,5/12,1/6,同一发行的小时预报,False
12,130,1,58,9:30,9:40,21,22,7/12,1/6,同一发行的小时预报,False
12,131,1,59,9:40,9:50,21,22,3/4,1/6,同一发行的小时预报,False
12,132,1,60,9:50,10:00,21,22,11/12,1/6,同一发行的小时预报,False
12,133,1,61,10:00,10:10,22,23,1/12,1/6,同一发行的小时预报,False
12,134,1,62,10:10,10:20,22,23,1/4,1/6,同一发行的小时预报,False
12,135,1,63,10:20,10:30,22,23,5/12,1/6,同一发行的小时预报,False
12,136,1,64,10:30,10:40,22,23,7/12,1/6,同一发行的小时预报,False
12,137,1,65,10:40,10:50,22,23,3/4,1/6,同一发行的小时预报,False
12,138,1,66,10:50,11:00,22,23,11/12,1/6,同一发行的小时预报,False
12,139,1,67,11:00,11:10,23,24,1/12,1/6,同一发行的小时预报,False
12,140,1,68,11:10,11:20,23,24,1/4,1/6,同一发行的小时预报,False
12,141,1,69,11:20,11:30,23,24,5/12,1/6,同一发行的小时预报,False
12,142,1,70,11:30,11:40,23,24,7/12,1/6,同一发行的小时预报,False
12,143,1,71,11:40,11:50,23,24,3/4,1/6,同一发行的小时预报,False
12,144,1,72,11:50,12:00,23,24,11/12,1/6,同一发行的小时预报,False
18,1,0,109,18:00,18:10,0,1,1/12,1/6,已完成槽观测代理；首日首发行用h1,True
18,2,0,110,18:10,18:20,0,1,1/4,1/6,已完成槽观测代理；首日首发行用h1,True
18,3,0,111,18:20,18:30,0,1,5/12,1/6,已完成槽观测代理；首日首发行用h1,True
18,4,0,112,18:30,18:40,0,1,7/12,1/6,已完成槽观测代理；首日首发行用h1,True
18,5,0,113,18:40,18:50,0,1,3/4,1/6,已完成槽观测代理；首日首发行用h1,True
18,6,0,114,18:50,19:00,0,1,11/12,1/6,已完成槽观测代理；首日首发行用h1,True
18,7,0,115,19:00,19:10,1,2,1/12,1/6,同一发行的小时预报,True
18,8,0,116,19:10,19:20,1,2,1/4,1/6,同一发行的小时预报,True
18,9,0,117,19:20,19:30,1,2,5/12,1/6,同一发行的小时预报,True
18,10,0,118,19:30,19:40,1,2,7/12,1/6,同一发行的小时预报,True
18,11,0,119,19:40,19:50,1,2,3/4,1/6,同一发行的小时预报,True
18,12,0,120,19:50,20:00,1,2,11/12,1/6,同一发行的小时预报,True
18,13,0,121,20:00,20:10,2,3,1/12,1/6,同一发行的小时预报,True
18,14,0,122,20:10,20:20,2,3,1/4,1/6,同一发行的小时预报,True
18,15,0,123,20:20,20:30,2,3,5/12,1/6,同一发行的小时预报,True
18,16,0,124,20:30,20:40,2,3,7/12,1/6,同一发行的小时预报,True
18,17,0,125,20:40,20:50,2,3,3/4,1/6,同一发行的小时预报,True
18,18,0,126,20:50,21:00,2,3,11/12,1/6,同一发行的小时预报,True
18,19,0,127,21:00,21:10,3,4,1/12,1/6,同一发行的小时预报,True
18,20,0,128,21:10,21:20,3,4,1/4,1/6,同一发行的小时预报,True
18,21,0,129,21:20,21:30,3,4,5/12,1/6,同一发行的小时预报,True
18,22,0,130,21:30,21:40,3,4,7/12,1/6,同一发行的小时预报,True
18,23,0,131,21:40,21:50,3,4,3/4,1/6,同一发行的小时预报,True
18,24,0,132,21:50,22:00,3,4,11/12,1/6,同一发行的小时预报,True
18,25,0,133,22:00,22:10,4,5,1/12,1/6,同一发行的小时预报,True
18,26,0,134,22:10,22:20,4,5,1/4,1/6,同一发行的小时预报,True
18,27,0,135,22:20,22:30,4,5,5/12,1/6,同一发行的小时预报,True
18,28,0,136,22:30,22:40,4,5,7/12,1/6,同一发行的小时预报,True
18,29,0,137,22:40,22:50,4,5,3/4,1/6,同一发行的小时预报,True
18,30,0,138,22:50,23:00,4,5,11/12,1/6,同一发行的小时预报,True
18,31,0,139,23:00,23:10,5,6,1/12,1/6,同一发行的小时预报,True
18,32,0,140,23:10,23:20,5,6,1/4,1/6,同一发行的小时预报,True
18,33,0,141,23:20,23:30,5,6,5/12,1/6,同一发行的小时预报,True
18,34,0,142,23:30,23:40,5,6,7/12,1/6,同一发行的小时预报,True
18,35,0,143,23:40,23:50,5,6,3/4,1/6,同一发行的小时预报,True
18,36,0,144,23:50,24:00,5,6,11/12,1/6,同一发行的小时预报,True
18,37,1,1,0:00,0:10,6,7,1/12,1/6,同一发行的小时预报,False
18,38,1,2,0:10,0:20,6,7,1/4,1/6,同一发行的小时预报,False
18,39,1,3,0:20,0:30,6,7,5/12,1/6,同一发行的小时预报,False
18,40,1,4,0:30,0:40,6,7,7/12,1/6,同一发行的小时预报,False
18,41,1,5,0:40,0:50,6,7,3/4,1/6,同一发行的小时预报,False
18,42,1,6,0:50,1:00,6,7,11/12,1/6,同一发行的小时预报,False
18,43,1,7,1:00,1:10,7,8,1/12,1/6,同一发行的小时预报,False
18,44,1,8,1:10,1:20,7,8,1/4,1/6,同一发行的小时预报,False
18,45,1,9,1:20,1:30,7,8,5/12,1/6,同一发行的小时预报,False
18,46,1,10,1:30,1:40,7,8,7/12,1/6,同一发行的小时预报,False
18,47,1,11,1:40,1:50,7,8,3/4,1/6,同一发行的小时预报,False
18,48,1,12,1:50,2:00,7,8,11/12,1/6,同一发行的小时预报,False
18,49,1,13,2:00,2:10,8,9,1/12,1/6,同一发行的小时预报,False
18,50,1,14,2:10,2:20,8,9,1/4,1/6,同一发行的小时预报,False
18,51,1,15,2:20,2:30,8,9,5/12,1/6,同一发行的小时预报,False
18,52,1,16,2:30,2:40,8,9,7/12,1/6,同一发行的小时预报,False
18,53,1,17,2:40,2:50,8,9,3/4,1/6,同一发行的小时预报,False
18,54,1,18,2:50,3:00,8,9,11/12,1/6,同一发行的小时预报,False
18,55,1,19,3:00,3:10,9,10,1/12,1/6,同一发行的小时预报,False
18,56,1,20,3:10,3:20,9,10,1/4,1/6,同一发行的小时预报,False
18,57,1,21,3:20,3:30,9,10,5/12,1/6,同一发行的小时预报,False
18,58,1,22,3:30,3:40,9,10,7/12,1/6,同一发行的小时预报,False
18,59,1,23,3:40,3:50,9,10,3/4,1/6,同一发行的小时预报,False
18,60,1,24,3:50,4:00,9,10,11/12,1/6,同一发行的小时预报,False
18,61,1,25,4:00,4:10,10,11,1/12,1/6,同一发行的小时预报,False
18,62,1,26,4:10,4:20,10,11,1/4,1/6,同一发行的小时预报,False
18,63,1,27,4:20,4:30,10,11,5/12,1/6,同一发行的小时预报,False
18,64,1,28,4:30,4:40,10,11,7/12,1/6,同一发行的小时预报,False
18,65,1,29,4:40,4:50,10,11,3/4,1/6,同一发行的小时预报,False
18,66,1,30,4:50,5:00,10,11,11/12,1/6,同一发行的小时预报,False
18,67,1,31,5:00,5:10,11,12,1/12,1/6,同一发行的小时预报,False
18,68,1,32,5:10,5:20,11,12,1/4,1/6,同一发行的小时预报,False
18,69,1,33,5:20,5:30,11,12,5/12,1/6,同一发行的小时预报,False
18,70,1,34,5:30,5:40,11,12,7/12,1/6,同一发行的小时预报,False
18,71,1,35,5:40,5:50,11,12,3/4,1/6,同一发行的小时预报,False
18,72,1,36,5:50,6:00,11,12,11/12,1/6,同一发行的小时预报,False
18,73,1,37,6:00,6:10,12,13,1/12,1/6,同一发行的小时预报,False
18,74,1,38,6:10,6:20,12,13,1/4,1/6,同一发行的小时预报,False
18,75,1,39,6:20,6:30,12,13,5/12,1/6,同一发行的小时预报,False
18,76,1,40,6:30,6:40,12,13,7/12,1/6,同一发行的小时预报,False
18,77,1,41,6:40,6:50,12,13,3/4,1/6,同一发行的小时预报,False
18,78,1,42,6:50,7:00,12,13,11/12,1/6,同一发行的小时预报,False
18,79,1,43,7:00,7:10,13,14,1/12,1/6,同一发行的小时预报,False
18,80,1,44,7:10,7:20,13,14,1/4,1/6,同一发行的小时预报,False
18,81,1,45,7:20,7:30,13,14,5/12,1/6,同一发行的小时预报,False
18,82,1,46,7:30,7:40,13,14,7/12,1/6,同一发行的小时预报,False
18,83,1,47,7:40,7:50,13,14,3/4,1/6,同一发行的小时预报,False
18,84,1,48,7:50,8:00,13,14,11/12,1/6,同一发行的小时预报,False
18,85,1,49,8:00,8:10,14,15,1/12,1/6,同一发行的小时预报,False
18,86,1,50,8:10,8:20,14,15,1/4,1/6,同一发行的小时预报,False
18,87,1,51,8:20,8:30,14,15,5/12,1/6,同一发行的小时预报,False
18,88,1,52,8:30,8:40,14,15,7/12,1/6,同一发行的小时预报,False
18,89,1,53,8:40,8:50,14,15,3/4,1/6,同一发行的小时预报,False
18,90,1,54,8:50,9:00,14,15,11/12,1/6,同一发行的小时预报,False
18,91,1,55,9:00,9:10,15,16,1/12,1/6,同一发行的小时预报,False
18,92,1,56,9:10,9:20,15,16,1/4,1/6,同一发行的小时预报,False
18,93,1,57,9:20,9:30,15,16,5/12,1/6,同一发行的小时预报,False
18,94,1,58,9:30,9:40,15,16,7/12,1/6,同一发行的小时预报,False
18,95,1,59,9:40,9:50,15,16,3/4,1/6,同一发行的小时预报,False
18,96,1,60,9:50,10:00,15,16,11/12,1/6,同一发行的小时预报,False
18,97,1,61,10:00,10:10,16,17,1/12,1/6,同一发行的小时预报,False
18,98,1,62,10:10,10:20,16,17,1/4,1/6,同一发行的小时预报,False
18,99,1,63,10:20,10:30,16,17,5/12,1/6,同一发行的小时预报,False
18,100,1,64,10:30,10:40,16,17,7/12,1/6,同一发行的小时预报,False
18,101,1,65,10:40,10:50,16,17,3/4,1/6,同一发行的小时预报,False
18,102,1,66,10:50,11:00,16,17,11/12,1/6,同一发行的小时预报,False
18,103,1,67,11:00,11:10,17,18,1/12,1/6,同一发行的小时预报,False
18,104,1,68,11:10,11:20,17,18,1/4,1/6,同一发行的小时预报,False
18,105,1,69,11:20,11:30,17,18,5/12,1/6,同一发行的小时预报,False
18,106,1,70,11:30,11:40,17,18,7/12,1/6,同一发行的小时预报,False
18,107,1,71,11:40,11:50,17,18,3/4,1/6,同一发行的小时预报,False
18,108,1,72,11:50,12:00,17,18,11/12,1/6,同一发行的小时预报,False
18,109,1,73,12:00,12:10,18,19,1/12,1/6,同一发行的小时预报,False
18,110,1,74,12:10,12:20,18,19,1/4,1/6,同一发行的小时预报,False
18,111,1,75,12:20,12:30,18,19,5/12,1/6,同一发行的小时预报,False
18,112,1,76,12:30,12:40,18,19,7/12,1/6,同一发行的小时预报,False
18,113,1,77,12:40,12:50,18,19,3/4,1/6,同一发行的小时预报,False
18,114,1,78,12:50,13:00,18,19,11/12,1/6,同一发行的小时预报,False
18,115,1,79,13:00,13:10,19,20,1/12,1/6,同一发行的小时预报,False
18,116,1,80,13:10,13:20,19,20,1/4,1/6,同一发行的小时预报,False
18,117,1,81,13:20,13:30,19,20,5/12,1/6,同一发行的小时预报,False
18,118,1,82,13:30,13:40,19,20,7/12,1/6,同一发行的小时预报,False
18,119,1,83,13:40,13:50,19,20,3/4,1/6,同一发行的小时预报,False
18,120,1,84,13:50,14:00,19,20,11/12,1/6,同一发行的小时预报,False
18,121,1,85,14:00,14:10,20,21,1/12,1/6,同一发行的小时预报,False
18,122,1,86,14:10,14:20,20,21,1/4,1/6,同一发行的小时预报,False
18,123,1,87,14:20,14:30,20,21,5/12,1/6,同一发行的小时预报,False
18,124,1,88,14:30,14:40,20,21,7/12,1/6,同一发行的小时预报,False
18,125,1,89,14:40,14:50,20,21,3/4,1/6,同一发行的小时预报,False
18,126,1,90,14:50,15:00,20,21,11/12,1/6,同一发行的小时预报,False
18,127,1,91,15:00,15:10,21,22,1/12,1/6,同一发行的小时预报,False
18,128,1,92,15:10,15:20,21,22,1/4,1/6,同一发行的小时预报,False
18,129,1,93,15:20,15:30,21,22,5/12,1/6,同一发行的小时预报,False
18,130,1,94,15:30,15:40,21,22,7/12,1/6,同一发行的小时预报,False
18,131,1,95,15:40,15:50,21,22,3/4,1/6,同一发行的小时预报,False
18,132,1,96,15:50,16:00,21,22,11/12,1/6,同一发行的小时预报,False
18,133,1,97,16:00,16:10,22,23,1/12,1/6,同一发行的小时预报,False
18,134,1,98,16:10,16:20,22,23,1/4,1/6,同一发行的小时预报,False
18,135,1,99,16:20,16:30,22,23,5/12,1/6,同一发行的小时预报,False
18,136,1,100,16:30,16:40,22,23,7/12,1/6,同一发行的小时预报,False
18,137,1,101,16:40,16:50,22,23,3/4,1/6,同一发行的小时预报,False
18,138,1,102,16:50,17:00,22,23,11/12,1/6,同一发行的小时预报,False
18,139,1,103,17:00,17:10,23,24,1/12,1/6,同一发行的小时预报,False
18,140,1,104,17:10,17:20,23,24,1/4,1/6,同一发行的小时预报,False
18,141,1,105,17:20,17:30,23,24,5/12,1/6,同一发行的小时预报,False
18,142,1,106,17:30,17:40,23,24,7/12,1/6,同一发行的小时预报,False
18,143,1,107,17:40,17:50,23,24,3/4,1/6,同一发行的小时预报,False
18,144,1,108,17:50,18:00,23,24,11/12,1/6,同一发行的小时预报,False
